Unnamed: 0,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,Date,Source PM2.5 AQI Value,PM2.5 AQI Value,Source  AQI Value, AQI Value
4,4,,,,,,,,,,, , , ,10/04/2009,AQS,37,,.
5,5,,,,,,,,,,, , , ,10/05/2009,AQS,28,,.
6,6,,,,,,,,,,, , , ,10/06/2009,AQS,40,,.
7,7,19.7,23.9,11.1,1007.6,56.0,0.0,16.1,24.8,44.3,72.2,o, , ,10/07/2009,AQS,50,,.
8,8,15.9,21.0,11.0,1019.2,46.0,0.0,16.1,12.4,24.1,-, , , ,10/08/2009,AQS,21,,.
9,9,20.8,29.0,16.0,1013.3,54.0,0.0,16.1,20.4,37.0,48.2,o, , ,10/09/2009,AQS,42,,.
10,10,,,,,,,,,,,o, , ,10/10/2009,AQS,28,,.
11,11,,,,,,,,,,, , , ,10/11/2009,AQS,34,,.
12,12,,,,,,,,,,, , , ,10/12/2009,AQS,31,,.
13,13,14.7,22.8,9.4,1020.3,62.0,0.0,16.1,12.2,35.2,44.3, , , ,10/13/2009,AQS,58,,.
14,14,10.4,22.8,7.8,1024.0,53.0,0.76,16.1,16.9,29.4,40.7,o, , ,10/14/2009,AQS,22,,.
15,15,8.4,11.1,7.8,1017.1,85.0,3.05,10.8,15.4,25.9,33.5,o, , ,10/15/2009,AQS,17,,.
16,16,,,,,,,,,,,o, , ,10/16/2009,AQS,14,,.
17,17,,,,,,,,,,,o, , ,10/17/2009,AQS,16,,.
18,18,,,,,,,,,,,o, , ,10/18/2009,AQS,18,,.
19,19,9.1,15.0,3.9,1023.4,52.0,0.0,16.1,16.1,22.2,27.8, , , ,10/19/2009,AQS,35,,.
20,20,11.1,21.1,4.4,1022.9,61.0,0.0,16.1,7.4,14.8,-, , , ,10/20/2009,AQS,54,,.
21,21,14.7,23.9,5.0,1022.7,62.0,0.0,16.1,5.2,14.8,-, , , ,10/21/2009,AQS,54,,.
22,22,,,,,,,,,,, , , ,10/22/2009,AQS,58,,.
23,23,,,,,,,,,,, , , ,10/23/2009,AQS,59,,.
24,24,,,,,,,,,,,o, , ,10/24/2009,AQS,20,,.
25,25,14.5,22.2,9.4,1017.3,52.0,22.86,16.1,16.5,29.4,44.3, , , ,10/25/2009,AQS,34,,.
26,26,11.9,18.0,7.0,1024.9,66.0,0.0,16.1,7.2,13.0,-, , , ,10/26/2009,AQS,40,,.
27,27,13.3,18.3,7.2,1020.3,85.0,14.73,9.7,12.6,20.6,-,o, , ,10/27/2009,AQS,19,,.
28,28,,,,,,,,,,,o, , ,10/28/2009,AQS,20,,.
29,29,,,,,,,,,,, , , ,10/29/2009,AQS,27,,.
30,30,,,,,,,,,,,o, , ,10/30/2009,AQS,35,,.
31,31,16.6,21.7,12.2,1013.5,87.0,0.25,10.8,16.1,27.8,33.5,o, , ,10/31/2009,AQS,26,,.
1,1,13.0,21.7,10.6,1018.8,75.0,13.21,14.8,14.4,25.9,35.2,o, , ,11/01/2009,AQS,29,,.
2,2,12.6,16.7,10.6,1021.8,61.0,3.81,16.1,12.0,20.6,-, , , ,11/02/2009,AQS,34,,.
3,3,11.7,19.4,6.1,1020.0,66.0,0.0,14.6,7.2,25.9,-, , , ,11/03/2009,AQS,48,,.
4,4,,,,,,,,,,, , , ,11/04/2009,AQS,28,,.
5,5,,,,,,,,,,,o, , ,11/05/2009,AQS,36,,.
6,6,,,,,,,,,,, , , ,11/06/2009,AQS,23,,.
7,7,7.8,15.6,1.7,1025.3,57.0,0.0,16.1,8.9,24.1,-, , , ,11/07/2009,AQS,54,,.
8,8,13.5,23.3,1.7,1023.2,56.0,0.0,16.1,4.8,14.8,-, , , ,11/08/2009,AQS,63,,.
9,9,13.8,23.3,7.2,1028.5,69.0,0.0,13.2,3.9,13.0,-, , , ,11/09/2009,AQS,84,,.
10,10,,,,,,,,,,, , , ,11/10/2009,AQS,92,,.
11,11,,,,,,,,,,,o, , ,11/11/2009,AQS,30,,.
12,12,,,,,,,,,,,o, , ,11/12/2009,AQS,16,,.
13,13,11.2,13.3,7.2,1012.8,71.0,7.87,14.5,30.4,37.0,55.4,o, , ,11/13/2009,AQS,17,,.
14,14,13.3,16.1,9.4,1012.0,83.0,8.89,13.0,20.4,29.4,40.7,o, , ,11/14/2009,AQS,18,,.
15,15,15.0,22.2,9.4,1014.4,71.0,0.0,14.8,8.5,18.3,-, , , ,11/15/2009,AQS,39,,.
16,16,,,,,,,,,,, , , ,11/16/2009,AQS,60,,.
17,17,,,,,,,,,,, , , ,11/17/2009,AQS,30,,.
18,18,,,,,,,,,,, , , ,11/18/2009,AQS,27,,.
19,19,13.4,16.1,7.8,1024.3,85.0,0.25,8.5,12.0,20.6,-,o, , ,11/19/2009,AQS,25,,.
20,20,13.7,17.0,10.0,1019.8,67.0,14.48,14.3,14.4,25.9,33.5,o, ,o,11/20/2009,AQS,37,,.
21,21,10.3,15.6,6.1,1021.4,61.0,0.0,16.1,7.8,16.5,-, , , ,11/21/2009,AQS,56,,.
22,22,,,,,,,,,,, , , ,11/22/2009,AQS,56,,.
23,23,,,,,,,,,,,o, , ,11/23/2009,AQS,43,,.
24,24,,,,,,,,,,,o, , ,11/24/2009,AQS,20,,.
25,25,11.6,13.3,8.9,1016.6,89.0,3.05,9.2,5.4,18.3,-,o, , ,11/25/2009,AQS,18,,.
26,26,9.1,11.7,7.0,1012.5,92.0,1.78,7.7,4.4,14.8,-,o, , ,11/26/2009,AQS,46,,.
27,27,7.9,10.0,6.0,1005.6,63.0,4.06,14.8,22.6,40.7,59.4,o, , ,11/27/2009,AQS,18,,.
28,28,,,,,,,,,,, , , ,11/28/2009,AQS,30,,.
29,29,,,,,,,,,,, , , ,11/29/2009,AQS,53,,.
30,30,,,,,,,,,,,o, , ,11/30/2009,AQS,30,,.
1,1,6.7,13.3,1.1,1016.0,51.0,0.0,16.1,16.5,29.4,44.3,o, , ,12/01/2009,AQS,22,,.
2,2,7.9,14.0,5.6,1018.9,70.0,5.33,15.4,7.4,22.2,38.9,o, , ,12/02/2009,AQS,36,,.
3,3,14.9,18.3,5.0,1003.9,68.0,19.56,14.2,20.4,37.0,59.4,o, , ,12/03/2009,AQS,25,,.
4,4,,,,,,,,,,, , , ,12/04/2009,AQS,40,,.
5,5,,,,,,,,,,,o,o, ,12/05/2009,AQS,52,,.
6,6,,,,,,,,,,, ,o, ,12/06/2009,AQS,60,,.
7,7,2.8,6.7,-1.0,1026.7,61.0,0.0,16.1,9.3,24.1,-, , , ,12/07/2009,AQS,65,,.
8,8,4.7,7.2,-0.5,1026.6,61.0,0.0,16.1,7.6,20.6,-, , , ,12/08/2009,AQS,53,,.
9,9,6.4,11.7,1.7,1003.5,79.0,39.88,11.9,17.0,42.4,57.2,o,o, ,12/09/2009,AQS,25,,.
10,10,,,,,,,,,,, , , ,12/10/2009,AQS,23,,.
11,11,,,,,,,,,,, , , ,12/11/2009,AQS,21,,.
12,12,,,,,,,,,,, , , ,12/12/2009,AQS,31,,.
13,13,3.1,6.7,-2.7,1025.9,68.0,0.51,12.7,7.2,14.8,-,o, , ,12/13/2009,AQS,45,,.
14,14,4.5,12.8,0.6,1018.2,87.0,10.41,6.9,8.3,18.3,-, , , ,12/14/2009,AQS,47,,.
15,15,9.0,14.4,0.6,1015.2,79.0,0.0,12.6,12.8,29.4,44.3, , , ,12/15/2009,AQS,40,,.
16,16,,,,,,,,,,, , , ,12/16/2009,AQS,22,,.
17,17,,,,,,,,,,, , , ,12/17/2009,AQS,48,,.
18,18,,,,,,,,,,, , , ,12/18/2009,AQS,58,,.
19,19,-2.2,1.0,-4.0,1009.9,80.0,5.59,2.9,24.6,40.7,50, ,o, ,12/19/2009,AQS,32,,.
20,20,-0.9,2.2,-3.9,1011.9,64.0,7.37,13.0,22.2,38.9,51.9, ,o, ,12/20/2009,AQS,21,,.
21,21,0.5,5.0,-4.4,1018.9,54.0,0.0,16.1,13.7,24.1,33.5, , , ,12/21/2009,AQS,45,,.
22,22,,,,,,,,,,, , , ,12/22/2009,AQS,54,,.
23,23,,,,,,,,,,, , , ,12/23/2009,AQS,48,,.
24,24,,,,,,,,,,, , , ,12/24/2009,AQS,54,,.
25,25,1.2,7.2,-3.9,1026.6,77.0,6.35,13.0,11.5,29.4,38.9,o, , ,12/25/2009,AQS,63,,.
26,26,8.1,12.2,-0.5,1013.7,91.0,33.02,5.5,14.4,27.8,38.9,o, , ,12/26/2009,AQS,15,,.
27,27,5.4,12.2,1.1,1014.7,75.0,3.56,15.3,7.4,16.5,-, , , ,12/27/2009,AQS,30,,.
28,28,,,,,,,,,,, , , ,12/28/2009,AQS,21,,.
29,29,,,,,,,,,,, , , ,12/29/2009,AQS,20,,.
30,30,,,,,,,,,,, , , ,12/30/2009,AQS,30,,.
31,31,0.8,2.2,-5.0,1023.0,69.0,6.86,12.9,7.8,18.3,-,o,o, ,12/31/2009,AQS,56,,.
1,1,3.0,7.0,0.0,1015.3,79.0,4.06,10.5,7.8,33.5,44.3,o, , ,01/01/2010,AQS,54,,.
2,2,-1.9,6.7,-4.4,1013.9,44.0,0.0,16.1,31.3,50.0,68.3, , , ,01/02/2010,AQS,25,,.
3,3,-5.8,-2.0,-9.0,1013.1,40.0,0.0,16.1,33.2,48.2,74.1, , , ,01/03/2010,AQS,20,,.
4,4,,,,,,,,,,, , , ,01/04/2010,AQS,28,,.
5,5,,,,,,,,,,, ,o, ,01/05/2010,AQS,30,,.
6,6,,,,,,,,,,, ,o, ,01/06/2010,AQS,27,,.
7,7,0.4,3.9,-1.7,1016.4,50.0,0.0,16.1,16.9,24.1,46.5, , , ,01/07/2010,AQS,28,,.
8,8,-1.2,3.9,-3.3,1012.9,59.0,0.76,13.2,15.2,37.0,57.2, ,o, ,01/08/2010,AQS,61,,.
9,9,-2.0,2.2,-5.0,1020.1,47.0,0.0,16.1,19.3,31.3,48.2, , , ,01/09/2010,AQS,30,,.
10,10,,,,,,,,,,, , , ,01/10/2010,AQS,31,,.
11,11,,,,,,,,,,, , , ,01/11/2010,AQS,44,,.
12,12,,,,,,,,,,, , , ,01/12/2010,AQS,66,,.
13,13,1.1,7.0,-2.2,1025.2,47.0,0.0,16.1,13.0,24.1,37, , , ,01/13/2010,AQS,54,,.
14,14,2.2,10.0,-3.3,1024.2,54.0,0.0,15.9,4.6,13.0,-, , , ,01/14/2010,AQS,80,,.
15,15,4.0,13.9,-3.2,1023.3,58.0,0.0,16.1,6.9,18.3,25.9, , , ,01/15/2010,AQS,69,,.
16,16,,,,,,,,,,, , , ,01/16/2010,AQS,77,,.
17,17,,,,,,,,,,,o, , ,01/17/2010,AQS,68,,.
18,18,,,,,,,,,,,o, , ,01/18/2010,AQS,32,,.
19,19,6.4,15.6,0.6,1013.3,70.0,0.0,15.1,8.3,16.5,-,o, , ,01/19/2010,AQS,62,,.
20,20,4.9,15.6,0.6,1014.8,62.0,0.51,15.3,11.7,16.5,-,o,o, ,01/20/2010,AQS,58,,.
21,21,3.2,6.1,-1.0,1021.0,56.0,0.25,16.1,12.8,18.3,-, , , ,01/21/2010,AQS,49,,.
22,22,,,,,,,,,,,o,o, ,01/22/2010,AQS,52,,.
23,23,,,,,,,,,,, , , ,01/23/2010,AQS,55,,.
24,24,,,,,,,,,,,o, , ,01/24/2010,AQS,40,,.
25,25,14.8,20.0,2.8,998.2,74.0,9.14,14.6,24.4,42.4,68.3,o, , ,01/25/2010,AQS,15,,.
26,26,6.5,10.6,3.9,1004.7,49.0,0.51,16.1,17.6,27.8,44.3, , , ,01/26/2010,AQS,20,,.
27,27,3.2,8.3,-0.6,1018.8,46.0,0.0,16.1,15.4,25.9,38.9, , , ,01/27/2010,AQS,30,,.
28,28,,,,,,,,,,, , , ,01/28/2010,AQS,33,,.
29,29,,,,,,,,,,, , , ,01/29/2010,AQS,38,,.
30,30,,,,,,,,,,, ,o, ,01/30/2010,AQS,35,,.
31,31,-5.4,1.0,-9.0,1021.3,46.0,0.0,13.4,17.2,29.4,35.2, ,o, ,01/31/2010,AQS,40,,.
1,1,-1.5,4.0,-6.1,1025.9,47.0,0.0,16.1,9.3,22.2,31.3, , , ,02/01/2010,AQS,65,,.
2,2,0.4,5.0,-6.7,1023.6,62.0,0.25,16.1,5.2,14.8,-, ,o, ,02/02/2010,AQS,81,,.
3,3,1.9,6.0,0.0,1019.7,77.0,6.6,6.9,9.6,16.5,25.9, ,o, ,02/03/2010,AQS,85,,.
4,4,,,,,,,,,,, , , ,02/04/2010,AQS,62,,.
5,5,,,,,,,,,,,o,o, ,02/05/2010,AQS,68,,.
6,6,,,,,,,,,,, ,o, ,02/06/2010,AQS,40,,.
7,7,-4.8,0.0,-8.9,1014.8,61.0,1.78,15.9,14.3,20.6,-, , , ,02/07/2010,AQS,43,,.
8,8,-2.8,1.1,-8.9,1020.1,52.0,0.0,16.1,14.6,25.9,38.9, , , ,02/08/2010,AQS,48,,.
9,9,-1.7,2.2,-6.1,1020.2,58.0,2.03,15.3,4.6,13.0,-, ,o, ,02/09/2010,AQS,28,,.
10,10,,,,,,,,,,,o,o, ,02/10/2010,AQS,38,,.
11,11,,,,,,,,,,, ,o, ,02/11/2010,AQS,21,,.
12,12,,,,,,,,,,, , , ,02/12/2010,AQS,30,,.
13,13,-0.4,3.3,-2.2,1008.1,52.0,0.0,16.1,18.1,33.5,42.4, , , ,02/13/2010,AQS,54,,.
14,14,-0.4,5.0,-6.1,1008.4,49.0,0.0,16.1,18.9,40.7,53.5, , , ,02/14/2010,AQS,35,,.
15,15,-0.7,5.0,-7.2,1011.3,64.0,1.02,14.0,6.7,20.6,-,o,o, ,02/15/2010,AQS,64,,.
16,16,,,,,,,,,,,o,o, ,02/16/2010,AQS,49,,.
17,17,,,,,,,,,,, , , ,02/17/2010,AQS,35,,.
18,18,,,,,,,,,,, , , ,02/18/2010,AQS,21,,.
19,19,4.4,7.2,1.1,1014.1,47.0,0.0,16.1,20.9,35.2,48.2, , , ,02/19/2010,AQS,32,,.
20,20,4.2,7.2,1.7,1019.2,43.0,0.0,16.1,18.0,29.4,42.4, , , ,02/20/2010,AQS,45,,.
21,21,4.8,10.0,-1.1,1018.9,46.0,0.0,16.1,10.7,27.8,37, , , ,02/21/2010,AQS,52,,.
22,22,,,,,,,,,,,o, , ,02/22/2010,AQS,64,,.
23,23,,,,,,,,,,,o, , ,02/23/2010,AQS,40,,.
24,24,,,,,,,,,,, , , ,02/24/2010,AQS,67,,.
25,25,4.0,8.3,1.7,1004.4,57.0,0.25,15.9,22.0,44.3,66.5,o,o, ,02/25/2010,AQS,40,,.
26,26,1.2,6.1,-1.1,998.1,45.0,0.0,16.1,35.4,50.0,77.8, , , ,02/26/2010,AQS,20,,.
27,27,3.1,8.3,-1.0,1003.1,53.0,0.0,15.3,16.9,27.8,38.9, ,o, ,02/27/2010,AQS,24,,.
28,28,,,,,,,,,,,o, , ,02/28/2010,AQS,23,,.
1,1,5.6,10.0,2.8,1012.2,53.0,0.0,16.1,20.7,38.9,51.9,o, , ,03/01/2010,AQS,25,,.
2,2,4.9,10.0,2.8,1013.7,57.0,0.25,16.1,12.2,22.2,29.4,o, , ,03/02/2010,AQS,40,,.
3,3,3.7,6.0,2.0,1004.2,79.0,1.52,15.0,23.7,29.4,42.4,o,o, ,03/03/2010,AQS,42,,.
4,4,,,,,,,,,,,o, , ,03/04/2010,AQS,20,,.
5,5,,,,,,,,,,, , , ,03/05/2010,AQS,19,,.
6,6,,,,,,,,,,, , , ,03/06/2010,AQS,22,,.
7,7,8.6,15.0,0.6,1021.7,23.0,0.0,16.1,16.5,22.2,33.5, , , ,03/07/2010,AQS,36,,.
8,8,9.4,17.0,3.0,1017.0,25.0,0.0,16.1,12.6,22.2,35.2, , , ,03/08/2010,AQS,43,,.
9,9,11.4,18.0,5.6,1016.1,28.0,0.0,16.1,8.3,22.2,35.2, , , ,03/09/2010,AQS,54,,.
10,10,,,,,,,,,,, , , ,03/10/2010,AQS,77,,.
11,11,,,,,,,,,,, , , ,03/11/2010,AQS,79,,.
12,12,,,,,,,,,,,o, , ,03/12/2010,AQS,23,,.
13,13,10.9,13.0,8.9,999.7,87.0,9.65,8.9,26.1,50.0,63,o, , ,03/13/2010,AQS,14,,.
14,14,10.3,12.8,8.9,997.1,86.0,15.49,13.5,12.2,20.6,-,o, , ,03/14/2010,AQS,24,,.
15,15,9.2,11.1,7.8,1004.0,78.0,1.27,14.5,21.3,31.3,40.7,o, , ,03/15/2010,AQS,18,,.
16,16,,,,,,,,,,,o, , ,03/16/2010,AQS,23,,.
17,17,,,,,,,,,,, , , ,03/17/2010,AQS,42,,.
18,18,,,,,,,,,,, , , ,03/18/2010,AQS,45,,.
19,19,14.6,22.8,5.0,1011.6,39.0,0.0,16.1,7.4,16.5,29.4, , , ,03/19/2010,AQS,46,,.
20,20,15.1,23.3,6.7,1015.9,42.0,0.0,16.1,7.0,20.6,-, , , ,03/20/2010,AQS,56,,.
21,21,16.1,24.4,7.8,1016.4,46.0,0.0,16.1,10.7,25.9,-, , , ,03/21/2010,AQS,62,,.
22,22,,,,,,,,,,,o, ,o,03/22/2010,AQS,31,,.
23,23,,,,,,,,,,,o, , ,03/23/2010,AQS,19,,.
24,24,,,,,,,,,,, , , ,03/24/2010,AQS,38,,.
25,25,14.7,23.0,8.0,1013.8,46.0,0.0,16.1,13.1,40.7,59.4,o, , ,03/25/2010,AQS,56,,.
26,26,11.3,21.0,6.0,1008.2,63.0,6.6,13.7,20.9,53.5,83.2,o, , ,03/26/2010,AQS,34,,.
27,27,5.1,13.3,0.6,1025.2,37.0,2.03,16.1,16.9,29.4,38.9, , , ,03/27/2010,AQS,56,,.
28,28,,,,,,,,,,,o, , ,03/28/2010,AQS,25,,.
29,29,,,,,,,,,,,o, , ,03/29/2010,AQS,22,,.
30,30,,,,,,,,,,,o, , ,03/30/2010,AQS,35,,.
31,31,13.9,22.0,9.0,1009.9,35.0,0.51,16.1,28.0,46.5,75.9,o, , ,03/31/2010,AQS,27,,.
1,1,15.5,23.3,7.8,1018.0,47.0,0.0,16.1,6.1,14.8,33.5, , , ,04/01/2010,AQS,41,,.
2,2,17.1,25.0,7.8,1019.4,54.0,0.0,16.1,7.2,18.3,-, , , ,04/02/2010,AQS,48,,.
3,3,15.1,23.0,9.0,1019.3,66.0,0.0,16.1,10.4,20.6,-, , , ,04/03/2010,AQS,28,,.
4,4,,,,,,,,,,, , , ,04/04/2010,AQS,28,,.
5,5,,,,,,,,,,, , , ,04/05/2010,AQS,58,,.
6,6,,,,,,,,,,, , , ,04/06/2010,AQS,55,,.
7,7,25.3,32.2,16.7,1008.3,38.0,0.0,16.1,17.8,27.8,33.5, , , ,04/07/2010,AQS,52,,.
8,8,25.1,32.2,17.2,1005.2,41.0,0.0,16.1,24.3,70.6,-, , , ,04/08/2010,AQS,51,,.
9,9,13.7,28.3,10.0,1009.5,53.0,17.53,15.1,24.8,48.2,63,o, , ,04/09/2010,AQS,22,,.
10,10,,,,,,,,,,, , , ,04/10/2010,AQS,23,,.
11,11,,,,,,,,,,, , , ,04/11/2010,AQS,47,,.
12,12,,,,,,,,,,, , , ,04/12/2010,AQS,40,,.
13,13,12.6,18.3,9.0,1028.9,53.0,0.0,15.3,14.1,31.7,-,o, , ,04/13/2010,AQS,45,,.
14,14,11.3,17.2,7.0,1034.0,63.0,3.05,14.3,8.3,14.8,-, , , ,04/14/2010,AQS,43,,.
15,15,14.0,22.8,6.7,1028.4,58.0,0.0,16.1,11.3,18.3,-, , , ,04/15/2010,AQS,42,,.
16,16,,,,,,,,,,,o, , ,04/16/2010,AQS,51,,.
17,17,,,,,,,,,,,o, , ,04/17/2010,AQS,24,,.
18,18,,,,,,,,,,, , , ,04/18/2010,AQS,23,,.
19,19,12.4,18.9,5.0,1017.6,45.0,0.0,16.1,19.3,27.8,40.7, , , ,04/19/2010,AQS,24,,.
20,20,14.4,20.6,7.8,1016.0,46.0,0.0,15.9,6.5,14.8,-, , , ,04/20/2010,AQS,37,,.
21,21,13.4,20.6,8.3,1011.1,71.0,0.0,13.7,8.0,14.8,-,o, , ,04/21/2010,AQS,55,,.
22,22,,,,,,,,,,, , , ,04/22/2010,AQS,43,,.
23,23,,,,,,,,,,, , , ,04/23/2010,AQS,50,,.
24,24,,,,,,,,,,, , , ,04/24/2010,AQS,34,,.
25,25,15.9,25.0,11.7,1004.2,76.0,3.56,12.9,11.1,31.7,38.9,o, , ,04/25/2010,AQS,43,,.
26,26,13.8,25.0,11.7,993.1,85.0,1.52,13.4,10.9,40.7,50,o, , ,04/26/2010,AQS,41,,.
27,27,14.9,18.3,12.2,995.2,60.0,6.86,14.6,18.5,33.5,44.6,o, , ,04/27/2010,AQS,62,,.
28,28,,,,,,,,,,, , , ,04/28/2010,AQS,128,,.
29,29,,,,,,,,,,, , , ,04/29/2010,AQS,25,,.
30,30,,,,,,,,,,, , , ,04/30/2010,AQS,51,,.
1,1,22.3,31.1,12.8,1010.5,56.0,0.0,16.1,14.1,27.8,33.5, , , ,05/01/2010,AQS,56,,.
2,2,25.4,31.1,16.1,1010.6,67.0,0.0,16.1,17.0,29.4,40.7,o, , ,05/02/2010,AQS,69,,.
3,3,25.6,30.6,21.7,1008.8,69.0,5.33,15.1,18.7,25.9,42.4,o, , ,05/03/2010,AQS,52,,.
4,4,,,,,,,,,,, , , ,05/04/2010,AQS,38,,.
5,5,,,,,,,,,,, , , ,05/05/2010,AQS,64,,.
6,6,,,,,,,,,,, , , ,05/06/2010,AQS,39,,.
7,7,20.4,28.9,15.0,1015.4,37.0,0.0,16.1,14.8,24.1,27.8, , , ,05/07/2010,AQS,26,,.
8,8,22.1,26.1,15.0,1004.9,42.0,0.0,15.9,25.9,42.4,75.9, , , ,05/08/2010,AQS,47,,.
9,9,13.8,26.1,9.4,1017.0,36.0,0.0,16.1,28.0,40.7,61.1, , , ,05/09/2010,AQS,21,,.
10,10,,,,,,,,,,, , , ,05/10/2010,AQS,23,,.
11,11,,,,,,,,,,,o, , ,05/11/2010,AQS,25,,.
12,12,,,,,,,,,,, , , ,05/12/2010,AQS,54,,.
13,13,13.8,17.2,11.1,1025.5,74.0,0.0,14.0,10.6,22.2,-, , , ,05/13/2010,AQS,40,,.
14,14,20.6,31.1,15.0,1021.9,68.0,0.0,14.2,19.1,35.2,44.6, , , ,05/14/2010,AQS,56,,.
15,15,22.7,31.7,15.0,1019.2,47.0,3.56,16.1,16.7,29.4,40.7,o, ,o,05/15/2010,AQS,29,,.
16,16,,,,,,,,,,, , , ,05/16/2010,AQS,40,,.
17,17,,,,,,,,,,, , , ,05/17/2010,AQS,33,,.
18,18,,,,,,,,,,,o, , ,05/18/2010,AQS,14,,.
19,19,14.5,20.0,10.6,1013.5,70.0,3.3,15.6,12.8,24.1,27.8, , , ,05/19/2010,AQS,22,,.
20,20,19.4,28.3,10.6,1015.7,56.0,0.0,16.1,8.9,14.8,27.8, , , ,05/20/2010,AQS,52,,.
21,21,22.1,30.0,12.2,1019.4,54.0,0.0,15.9,8.5,16.5,-, , , ,05/21/2010,AQS,54,,.
22,22,,,,,,,,,,, , , ,05/22/2010,AQS,34,,.
23,23,,,,,,,,,,,o, , ,05/23/2010,AQS,27,,.
24,24,,,,,,,,,,, , , ,05/24/2010,AQS,18,,.
25,25,22.1,27.2,18.9,1022.5,72.0,0.0,15.3,9.8,16.5,-, , , ,05/25/2010,AQS,28,,.
26,26,24.2,32.2,17.2,1015.4,61.0,0.0,16.1,6.1,18.3,-, , , ,05/26/2010,AQS,48,,.
27,27,27.3,33.9,17.2,1008.5,58.0,0.0,15.9,8.1,18.3,-, , , ,05/27/2010,AQS,59,,.
28,28,,,,,,,,,,,o, ,o,05/28/2010,AQS,37,,.
29,29,,,,,,,,,,, , , ,05/29/2010,AQS,51,,.
30,30,,,,,,,,,,, , , ,05/30/2010,AQS,56,,.
31,31,26.9,32.8,20.0,1014.7,61.0,0.0,14.6,11.5,25.9,35.2, , , ,05/31/2010,AQS,56,,.
1,1,26.3,32.8,22.8,1012.1,63.0,0.0,15.4,19.4,25.9,37,o, ,o,06/01/2010,AQS,31,,.
2,2,26.6,31.7,21.7,1010.9,60.0,1.52,16.1,9.1,20.6,31.7, , , ,06/02/2010,AQS,57,,.
3,3,26.8,32.8,22.0,1007.5,64.0,0.0,15.3,13.1,44.6,-, , , ,06/03/2010,AQS,47,,.
4,4,,,,,,,,,,, , , ,06/04/2010,AQS,60,,.
5,5,,,,,,,,,,, , , ,06/05/2010,AQS,53,,.
6,6,,,,,,,,,,, , , ,06/06/2010,AQS,38,,.
7,7,22.2,32.8,17.2,1010.4,49.0,0.76,16.1,19.3,29.4,40.7, , , ,06/07/2010,AQS,60,,.
8,8,21.2,26.1,15.6,1018.5,40.0,0.0,16.1,15.4,22.2,38.9, , , ,06/08/2010,AQS,34,,.
9,9,21.2,26.1,15.6,1018.0,55.0,0.0,16.1,13.1,29.4,-,o, , ,06/09/2010,AQS,53,,.
10,10,,,,,,,,,,, , , ,06/10/2010,AQS,53,,.
11,11,,,,,,,,,,, , , ,06/11/2010,AQS,48,,.
12,12,,,,,,,,,,, , , ,06/12/2010,AQS,57,,.
13,13,27.6,34.4,20.6,1012.1,66.0,0.0,16.1,12.0,25.9,38.9, , , ,06/13/2010,AQS,55,,.
14,14,28.5,34.4,22.8,1011.3,56.0,0.0,16.1,13.7,35.2,-, , , ,06/14/2010,AQS,61,,.
15,15,24.9,27.2,22.0,1016.0,70.0,6.86,14.8,10.2,25.9,38.9,o, , ,06/15/2010,AQS,55,,.
16,16,,,,,,,,,,,o, , ,06/16/2010,AQS,68,,.
17,17,,,,,,,,,,, , , ,06/17/2010,AQS,45,,.
18,18,,,,,,,,,,, , , ,06/18/2010,AQS,40,,.
19,19,26.2,33.9,18.3,1017.9,57.0,0.0,16.1,15.0,20.6,29.4, , , ,06/19/2010,AQS,66,,.
20,20,29.3,35.0,21.1,1013.8,53.0,0.0,16.1,14.6,29.4,42.4, , , ,06/20/2010,AQS,56,,.
21,21,29.4,35.0,24.4,1016.6,43.0,0.0,16.1,13.3,20.6,27.8, , , ,06/21/2010,AQS,57,,.
22,22,,,,,,,,,,, , , ,06/22/2010,AQS,82,,.
23,23,,,,,,,,,,,o, ,o,06/23/2010,AQS,62,,.
24,24,,,,,,,,,,, , , ,06/24/2010,AQS,67,,.
25,25,29.0,37.8,24.4,1015.2,45.0,0.0,16.1,13.3,22.2,29.4, , , ,06/25/2010,AQS,59,,.
26,26,28.7,35.0,22.8,1014.2,49.0,0.0,14.3,8.1,18.3,-, , , ,06/26/2010,AQS,77,,.
27,27,30.6,37.2,22.8,1008.8,50.0,0.0,13.7,11.5,25.9,33.5, , , ,06/27/2010,AQS,75,,.
28,28,,,,,,,,,,,o, ,o,06/28/2010,AQS,55,,.
29,29,,,,,,,,,,, , , ,06/29/2010,AQS,48,,.
30,30,,,,,,,,,,, , , ,06/30/2010,AQS,25,,.
1,1,22.8,27.2,18.3,1022.3,36.0,0.0,16.1,17.4,27.8,40.7, , , ,07/01/2010,AQS,24,,.
2,2,23.1,28.3,17.2,1024.1,35.0,0.0,16.1,12.0,24.1,27.8, , , ,07/02/2010,AQS,28,,.
3,3,24.0,30.6,17.2,1022.4,41.0,0.0,16.1,9.6,16.5,-, , , ,07/03/2010,AQS,38,,.
4,4,,,,,,,,,,, , , ,07/04/2010,AQS,154,,.
5,5,,,,,,,,,,, , , ,07/05/2010,AQS,99,,.
6,6,,,,,,,,,,, , , ,07/06/2010,AQS,102,,.
7,7,33.1,38.9,25.0,1016.2,43.0,0.0,10.8,9.1,18.3,-, , , ,07/07/2010,AQS,105,,.
