"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"05/08/2015","AQS","54","","."
"05/09/2015","AQS","30","","."
"05/10/2015","AQS","50","","."
"05/11/2015","AQS","50","","."
"05/12/2015","AQS","40","","."
"05/13/2015","AQS","28","","."
"05/14/2015","AQS","24","","."
"05/15/2015","AQS","35","","."
"05/16/2015","AQS","57","","."
"05/17/2015","AQS","47","","."
"05/18/2015","AQS","52","","."
"05/19/2015","AQS","33","","."
"05/20/2015","AQS","30","","."
"05/21/2015","AQS","29","","."
"05/22/2015","AQS","34","","."
"05/23/2015","AQS","28","","."
"05/24/2015","AQS","43","","."
"05/25/2015","AQS","51","","."
"05/26/2015","AQS","52","","."
"05/27/2015","AQS","38","","."
"05/28/2015","AQS","43","","."
"05/29/2015","AQS","53","","."
"05/30/2015","AQS","32","","."
"05/31/2015","AQS","41","","."
"06/01/2015","AQS","33","","."
"06/02/2015","AQS","21","","."
"06/03/2015","AQS","20","","."
"06/04/2015","AQS","26","","."
"06/05/2015","AQS","34","","."
"06/06/2015","AQS","32","","."
"06/07/2015","AQS","25","","."
"06/08/2015","AQS","40","","."
"06/09/2015","AQS","39","","."
"06/10/2015","AQS","71","","."
"06/11/2015","AQS","89","","."
"06/12/2015","AQS","55","","."
"06/13/2015","AQS","47","","."
"06/14/2015","AQS","55","","."
"06/15/2015","AQS","39","","."
"06/16/2015","AQS","28","","."
"06/17/2015","AQS","43","","."
"06/18/2015","AQS","37","","."
"06/19/2015","AQS","52","","."
"06/20/2015","AQS","49","","."
"06/21/2015","AQS","31","","."
"06/22/2015","AQS","40","","."
"06/23/2015","AQS","57","","."
"06/24/2015","AQS","26","","."
"06/25/2015","AQS","53","","."
"06/26/2015","AQS","54","","."
"06/27/2015","AQS","27","","."
"06/28/2015","AQS","11","","."
"06/29/2015","AQS","39","","."
"06/30/2015","AQS","50","","."
"07/01/2015","AQS","62","","."
"07/02/2015","AQS","81","","."
"07/03/2015","AQS","75","","."
"07/04/2015","AQS","97","","."
"07/05/2015","AQS","73","","."
"07/06/2015","AQS","53","","."
"07/07/2015","AQS","61","","."
"07/08/2015","AQS","63","","."
"07/09/2015","AQS","41","","."
"07/10/2015","AQS","38","","."
"07/11/2015","AQS","59","","."
"07/12/2015","AQS","63","","."
"07/13/2015","AQS","60","","."
"07/14/2015","AQS","44","","."
"07/15/2015","AQS","24","","."
"07/16/2015","AQS","30","","."
"07/17/2015","AQS","44","","."
"07/18/2015","AQS","47","","."
"07/19/2015","AQS","63","","."
"07/20/2015","AQS","54","","."
"07/21/2015","AQS","50","","."
"07/22/2015","AQS","30","","."
"07/23/2015","AQS","43","","."
"07/24/2015","AQS","44","","."
"07/25/2015","AQS","52","","."
"07/26/2015","AQS","52","","."
"07/27/2015","AQS","58","","."
"07/28/2015","AQS","57","","."
"07/29/2015","AQS","49","","."
"07/30/2015","AQS","55","","."
"07/31/2015","AQS","46","","."
"08/01/2015","AQS","69","","."
"08/02/2015","AQS","41","","."
"08/03/2015","AQS","42","","."
"08/04/2015","AQS","46","","."
"08/05/2015","AQS","52","","."
"08/06/2015","AQS","52","","."
"08/07/2015","AQS","40","","."
"08/08/2015","AQS","37","","."
"08/09/2015","AQS","34","","."
"08/10/2015","AQS","44","","."
"08/11/2015","AQS","39","","."
"08/12/2015","AQS","25","","."
"08/13/2015","AQS","24","","."
"08/14/2015","AQS","48","","."
"08/15/2015","AQS","44","","."
"08/16/2015","AQS","48","","."
"08/17/2015","AQS","53","","."
"08/18/2015","AQS","60","","."
"08/19/2015","AQS","47","","."
"08/20/2015","AQS","39","","."
"08/21/2015","AQS","30","","."
"08/22/2015","AQS","30","","."
"08/23/2015","AQS","36","","."
"08/24/2015","AQS","54","","."
"08/25/2015","AQS","47","","."
"08/26/2015","AQS","38","","."
"08/27/2015","AQS","38","","."
"08/28/2015","AQS","49","","."
"08/29/2015","AQS","45","","."
"08/30/2015","AQS","53","","."
"08/31/2015","AQS","56","","."
"09/01/2015","AQS","59","","."
"09/02/2015","AQS","81","","."
"09/03/2015","AQS","72","","."
"09/04/2015","AQS","86","","."
"09/05/2015","AQS","54","","."
"09/06/2015","AQS","31","","."
"09/07/2015","AQS","42","","."
"09/08/2015","AQS","36","","."
"09/09/2015","AQS","35","","."
"09/10/2015","AQS","37","","."
"09/11/2015","AQS","33","","."
"09/12/2015","AQS","44","","."
"09/13/2015","AQS","20","","."
"09/14/2015","AQS","29","","."
"09/15/2015","AQS","50","","."
"09/16/2015","AQS","61","","."
"09/17/2015","AQS","63","","."
"09/18/2015","AQS","56","","."
"09/19/2015","AQS","45","","."
"09/20/2015","AQS","30","","."
"09/21/2015","AQS","28","","."
"09/22/2015","AQS","34","","."
"09/23/2015","AQS","42","","."
"09/24/2015","AQS","43","","."
"09/25/2015","AQS","48","","."
"09/26/2015","AQS","32","","."
"09/27/2015","AQS","31","","."
"09/28/2015","AQS","43","","."
"09/29/2015","AQS","51","","."
"09/30/2015","AQS","39","","."
"10/01/2015","AQS","15","","."
"10/02/2015","AQS","18","","."
"10/03/2015","AQS","11","","."
"10/04/2015","AQS","24","","."
"10/05/2015","AQS","35","","."
"10/06/2015","AQS","38","","."
"10/07/2015","AQS","50","","."
"10/08/2015","AQS","65","","."
"10/09/2015","AQS","48","","."
"10/10/2015","AQS","24","","."
"10/11/2015","AQS","46","","."
"10/12/2015","AQS","53","","."
"10/13/2015","AQS","40","","."
"10/14/2015","AQS","30","","."
"10/15/2015","AQS","26","","."
"10/16/2015","AQS","23","","."
"10/17/2015","AQS","24","","."
"10/18/2015","AQS","24","","."
"10/19/2015","AQS","31","","."
"10/20/2015","AQS","48","","."
"10/21/2015","AQS","59","","."
"10/22/2015","AQS","60","","."
"10/23/2015","AQS","42","","."
"10/24/2015","AQS","29","","."
"10/25/2015","AQS","28","","."
"10/26/2015","AQS","28","","."
"10/27/2015","AQS","43","","."
"10/28/2015","AQS","16","","."
"10/29/2015","AQS","27","","."
"10/30/2015","AQS","21","","."
"10/31/2015","AQS","40","","."
"11/01/2015","AQS","62","","."
"11/02/2015","AQS","64","","."
"11/03/2015","AQS","63","","."
"11/04/2015","AQS","59","","."
"11/05/2015","AQS","57","","."
"11/06/2015","AQS","49","","."
"11/07/2015","AQS","34","","."
"11/08/2015","AQS","24","","."
"11/09/2015","AQS","60","","."
"11/10/2015","AQS","25","","."
"11/11/2015","AQS","24","","."
"11/12/2015","AQS","52","","."
"11/13/2015","AQS","23","","."
"11/14/2015","AQS","34","","."
"11/15/2015","AQS","42","","."
"11/16/2015","AQS","51","","."
"11/17/2015","AQS","52","","."
"11/18/2015","AQS","26","","."
"11/19/2015","AQS","25","","."
"11/20/2015","AQS","27","","."
"11/21/2015","AQS","48","","."
"11/22/2015","AQS","28","","."
"11/23/2015","AQS","30","","."
"11/24/2015","AQS","49","","."
"11/25/2015","AQS","62","","."
"11/26/2015","AQS","60","","."
"11/27/2015","AQS","56","","."
"11/28/2015","AQS","52","","."
"11/29/2015","AQS","35","","."
"11/30/2015","AQS","40","","."
"12/01/2015","AQS","30","","."
"12/02/2015","AQS","33","","."
"12/03/2015","AQS","27","","."
"12/04/2015","AQS","57","","."
"12/05/2015","AQS","76","","."
"12/06/2015","AQS","83","","."
"12/07/2015","AQS","70","","."
"12/08/2015","AQS","74","","."
"12/09/2015","AQS","84","","."
"12/10/2015","AQS","82","","."
"12/11/2015","AQS","82","","."
"12/12/2015","AQS","90","","."
"12/13/2015","AQS","73","","."
"12/14/2015","AQS","37","","."
"12/15/2015","AQS","15","","."
"12/16/2015","AQS","29","","."
"12/17/2015","AQS","33","","."
"12/18/2015","AQS","30","","."
"12/19/2015","AQS","26","","."
"12/20/2015","AQS","30","","."
"12/21/2015","AQS","29","","."
"12/22/2015","AQS","37","","."
"12/23/2015","AQS","25","","."
"12/24/2015","AQS","20","","."
"12/25/2015","AQS","31","","."
"12/26/2015","AQS","31","","."
"12/27/2015","AQS","19","","."
"12/28/2015","AQS","16","","."
"12/29/2015","AQS","23","","."
"12/30/2015","AQS","53","","."
"12/31/2015","AQS","27","","."
