"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"09/16/2016","AQS","23","","."
"09/17/2016","AQS","42","","."
"09/18/2016","AQS","54","","."
"09/19/2016","AQS","60","","."
"09/20/2016","AQS","61","","."
"09/21/2016","AQS","50","","."
"09/22/2016","AQS","51","","."
"09/23/2016","AQS","53","","."
"09/24/2016","AQS","51","","."
"09/25/2016","AQS","29","","."
"09/26/2016","AQS","35","","."
"09/27/2016","AQS","43","","."
"09/28/2016","AQS","45","","."
"09/29/2016","AQS","21","","."
"09/30/2016","AQS","22","","."
"10/01/2016","AQS","22","","."
"10/02/2016","AQS","40","","."
"10/03/2016","AQS","49","","."
"10/04/2016","AQS","55","","."
"10/05/2016","AQS","41","","."
"10/06/2016","AQS","41","","."
"10/07/2016","AQS","43","","."
"10/08/2016","AQS","36","","."
"10/09/2016","AQS","27","","."
"10/10/2016","AQS","23","","."
"10/11/2016","AQS","41","","."
"10/12/2016","AQS","55","","."
"10/13/2016","AQS","51","","."
"10/14/2016","AQS","33","","."
"10/15/2016","AQS","50","","."
"10/16/2016","AQS","48","","."
"10/17/2016","AQS","60","","."
"10/18/2016","AQS","60","","."
"10/19/2016","AQS","63","","."
"10/20/2016","AQS","92","","."
"10/21/2016","AQS","19","","."
"10/22/2016","AQS","20","","."
"10/23/2016","AQS","31","","."
"10/24/2016","AQS","32","","."
"10/25/2016","AQS","25","","."
"10/26/2016","AQS","43","","."
"10/27/2016","AQS","45","","."
"10/28/2016","AQS","29","","."
"10/29/2016","AQS","56","","."
"10/30/2016","AQS","51","","."
"10/31/2016","AQS","26","","."
"11/01/2016","AQS","43","","."
"11/02/2016","AQS","64","","."
"11/03/2016","AQS","64","","."
"11/04/2016","AQS","30","","."
"11/05/2016","AQS","37","","."
"11/06/2016","AQS","36","","."
"11/07/2016","AQS","32","","."
"11/08/2016","AQS","49","","."
"11/09/2016","AQS","51","","."
"11/10/2016","AQS","29","","."
"11/11/2016","AQS","31","","."
"11/12/2016","AQS","34","","."
"11/13/2016","AQS","54","","."
"11/14/2016","AQS","64","","."
"11/15/2016","AQS","52","","."
"11/16/2016","AQS","67","","."
"11/17/2016","AQS","62","","."
"11/18/2016","AQS","71","","."
"11/19/2016","AQS","70","","."
"11/20/2016","AQS","24","","."
"11/21/2016","AQS","35","","."
"11/22/2016","AQS","38","","."
"11/23/2016","AQS","60","","."
"11/24/2016","AQS","78","","."
"11/25/2016","AQS","102","","."
"11/26/2016","AQS","56","","."
"11/27/2016","AQS","52","","."
"11/28/2016","AQS","66","","."
"11/29/2016","AQS","55","","."
"11/30/2016","AQS","62","","."
"12/01/2016","AQS","36","","."
"12/02/2016","AQS","36","","."
"12/03/2016","AQS","35","","."
"12/04/2016","AQS","48","","."
"12/05/2016","AQS","38","","."
"12/06/2016","AQS","48","","."
"12/07/2016","AQS","57","","."
"12/08/2016","AQS","55","","."
"12/09/2016","AQS","38","","."
"12/10/2016","AQS","46","","."
"12/11/2016","AQS","56","","."
"12/12/2016","AQS","51","","."
"12/13/2016","AQS","58","","."
"12/14/2016","AQS","55","","."
"12/15/2016","AQS","38","","."
"12/16/2016","AQS","39","","."
"12/17/2016","AQS","62","","."
"12/18/2016","AQS","52","","."
"12/19/2016","AQS","42","","."
"12/20/2016","AQS","62","","."
"12/21/2016","AQS","63","","."
"12/22/2016","AQS","56","","."
"12/23/2016","AQS","64","","."
"12/24/2016","AQS","68","","."
"12/25/2016","AQS","63","","."
"12/26/2016","AQS","65","","."
"12/27/2016","AQS","42","","."
"12/28/2016","AQS","43","","."
"12/29/2016","AQS","49","","."
"12/30/2016","AQS","34","","."
"12/31/2016","AQS","38","","."
