"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"06/20/2011","AQS","58","","."
"06/21/2011","AQS","56","","."
"06/22/2011","AQS","53","","."
"06/23/2011","AQS","46","","."
"06/24/2011","AQS","31","","."
"06/25/2011","AQS","47","","."
"06/26/2011","AQS","45","","."
"06/27/2011","AQS","63","","."
"06/28/2011","AQS","56","","."
"06/29/2011","AQS","46","","."
"06/30/2011","AQS","40","","."
"07/01/2011","AQS","54","","."
"07/02/2011","AQS","63","","."
"07/03/2011","AQS","68","","."
"07/04/2011","AQS","97","","."
"07/05/2011","AQS","64","","."
"07/06/2011","AQS","69","","."
"07/07/2011","AQS","70","","."
"07/08/2011","AQS","62","","."
"07/09/2011","AQS","55","","."
"07/10/2011","AQS","67","","."
"07/11/2011","AQS","64","","."
"07/12/2011","AQS","54","","."
"07/13/2011","AQS","67","","."
"07/14/2011","AQS","26","","."
"07/15/2011","AQS","26","","."
"07/16/2011","AQS","26","","."
"07/17/2011","AQS","39","","."
"07/18/2011","AQS","82","","."
"07/19/2011","AQS","72","","."
"07/20/2011","AQS","89","","."
"07/21/2011","AQS","94","","."
"07/22/2011","AQS","85","","."
"07/23/2011","AQS","75","","."
"07/24/2011","AQS","77","","."
"07/25/2011","AQS","62","","."
"07/26/2011","AQS","52","","."
"07/27/2011","AQS","42","","."
"07/28/2011","AQS","67","","."
"07/29/2011","AQS","81","","."
"07/30/2011","AQS","51","","."
"07/31/2011","AQS","52","","."
"08/01/2011","AQS","58","","."
"08/02/2011","AQS","58","","."
"08/03/2011","AQS","91","","."
"08/04/2011","AQS","72","","."
"08/05/2011","AQS","54","","."
"08/06/2011","AQS","60","","."
"08/07/2011","AQS","68","","."
"08/08/2011","AQS","69","","."
"08/09/2011","AQS","76","","."
"08/10/2011","AQS","59","","."
"08/11/2011","AQS","62","","."
"08/12/2011","AQS","60","","."
"08/13/2011","AQS","80","","."
"08/14/2011","AQS","43","","."
"08/15/2011","AQS","29","","."
"08/16/2011","AQS","47","","."
"08/17/2011","AQS","48","","."
"08/18/2011","AQS","55","","."
"08/19/2011","AQS","57","","."
"08/20/2011","AQS","51","","."
"08/21/2011","AQS","58","","."
"08/22/2011","AQS","33","","."
"08/24/2011","AQS","49","","."
"08/25/2011","AQS","61","","."
"08/26/2011","AQS","60","","."
"08/27/2011","AQS","54","","."
"08/28/2011","AQS","52","","."
"08/29/2011","AQS","53","","."
"08/30/2011","AQS","56","","."
"08/31/2011","AQS","63","","."
"09/01/2011","AQS","60","","."
"09/02/2011","AQS","57","","."
"09/03/2011","AQS","66","","."
"09/04/2011","AQS","83","","."
"09/05/2011","AQS","65","","."
"09/06/2011","AQS","38","","."
"09/07/2011","AQS","48","","."
"09/08/2011","AQS","45","","."
"09/09/2011","AQS","43","","."
"09/10/2011","AQS","58","","."
"09/11/2011","AQS","62","","."
"09/12/2011","AQS","58","","."
"09/13/2011","AQS","67","","."
"09/14/2011","AQS","69","","."
"09/15/2011","AQS","56","","."
"09/16/2011","AQS","36","","."
"09/17/2011","AQS","48","","."
"09/18/2011","AQS","44","","."
"09/19/2011","AQS","41","","."
"09/20/2011","AQS","52","","."
"09/21/2011","AQS","53","","."
"09/22/2011","AQS","53","","."
"09/23/2011","AQS","49","","."
"09/24/2011","AQS","52","","."
"09/25/2011","AQS","51","","."
"09/26/2011","AQS","50","","."
"09/27/2011","AQS","51","","."
"09/28/2011","AQS","50","","."
"09/29/2011","AQS","54","","."
"09/30/2011","AQS","53","","."
"10/01/2011","AQS","33","","."
"10/02/2011","AQS","34","","."
"10/03/2011","AQS","41","","."
"10/04/2011","AQS","46","","."
"10/05/2011","AQS","56","","."
"10/06/2011","AQS","51","","."
"10/07/2011","AQS","60","","."
"10/08/2011","AQS","58","","."
"10/09/2011","AQS","64","","."
"10/10/2011","AQS","65","","."
"10/11/2011","AQS","68","","."
"10/12/2011","AQS","43","","."
"10/13/2011","AQS","41","","."
"10/14/2011","AQS","45","","."
"10/15/2011","AQS","43","","."
"10/16/2011","AQS","42","","."
"10/17/2011","AQS","53","","."
"10/18/2011","AQS","59","","."
"10/19/2011","AQS","43","","."
"10/20/2011","AQS","35","","."
"10/21/2011","AQS","43","","."
"10/22/2011","AQS","56","","."
"10/23/2011","AQS","65","","."
"10/24/2011","AQS","63","","."
"10/25/2011","AQS","54","","."
"10/26/2011","AQS","62","","."
"10/27/2011","AQS","63","","."
"10/28/2011","AQS","33","","."
"10/29/2011","AQS","34","","."
"10/30/2011","AQS","48","","."
"10/31/2011","AQS","55","","."
"11/01/2011","AQS","54","","."
"11/02/2011","AQS","64","","."
"11/03/2011","AQS","58","","."
"11/04/2011","AQS","56","","."
"11/05/2011","AQS","45","","."
"11/06/2011","AQS","55","","."
"11/07/2011","AQS","58","","."
"11/08/2011","AQS","64","","."
"11/09/2011","AQS","66","","."
"11/10/2011","AQS","52","","."
"11/11/2011","AQS","52","","."
"11/12/2011","AQS","58","","."
"11/13/2011","AQS","56","","."
"11/14/2011","AQS","58","","."
"11/15/2011","AQS","51","","."
"11/16/2011","AQS","44","","."
"11/17/2011","AQS","38","","."
"11/18/2011","AQS","62","","."
"11/19/2011","AQS","63","","."
"11/20/2011","AQS","63","","."
"11/21/2011","AQS","67","","."
"11/22/2011","AQS","57","","."
"11/23/2011","AQS","35","","."
"11/24/2011","AQS","58","","."
"11/25/2011","AQS","59","","."
"11/26/2011","AQS","66","","."
"11/27/2011","AQS","56","","."
"11/28/2011","AQS","51","","."
"11/29/2011","AQS","33","","."
"11/30/2011","AQS","29","","."
"12/01/2011","AQS","48","","."
"12/02/2011","AQS","65","","."
"12/03/2011","AQS","57","","."
"12/04/2011","AQS","58","","."
"12/05/2011","AQS","65","","."
"12/06/2011","AQS","41","","."
"12/07/2011","AQS","32","","."
"12/08/2011","AQS","55","","."
"12/09/2011","AQS","62","","."
"12/10/2011","AQS","46","","."
"12/11/2011","AQS","66","","."
"12/12/2011","AQS","71","","."
"12/13/2011","AQS","71","","."
"12/14/2011","AQS","69","","."
"12/15/2011","AQS","64","","."
"12/16/2011","AQS","54","","."
"12/17/2011","AQS","60","","."
"12/18/2011","AQS","62","","."
"12/19/2011","AQS","65","","."
"12/20/2011","AQS","56","","."
"12/21/2011","AQS","64","","."
"12/22/2011","AQS","59","","."
"12/23/2011","AQS","46","","."
"12/24/2011","AQS","57","","."
"12/25/2011","AQS","61","","."
"12/26/2011","AQS","52","","."
"12/27/2011","AQS","53","","."
"12/28/2011","AQS","38","","."
"12/29/2011","AQS","62","","."
"12/30/2011","AQS","60","","."
"12/31/2011","AQS","60","","."
