"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"04/29/2013","AQS","29","","."
"04/30/2013","AQS","20","","."
"05/01/2013","AQS","31","","."
"05/02/2013","AQS","23","","."
"05/03/2013","AQS","31","","."
"05/04/2013","AQS","28","","."
"05/05/2013","AQS","41","","."
"05/06/2013","AQS","42","","."
"05/07/2013","AQS","26","","."
"05/08/2013","AQS","40","","."
"05/09/2013","AQS","53","","."
"05/10/2013","AQS","58","","."
"05/11/2013","AQS","53","","."
"05/12/2013","AQS","32","","."
"05/13/2013","AQS","27","","."
"05/14/2013","AQS","37","","."
"05/15/2013","AQS","58","","."
"05/16/2013","AQS","59","","."
"05/17/2013","AQS","52","","."
"05/18/2013","AQS","31","","."
"05/19/2013","AQS","46","","."
"05/20/2013","AQS","52","","."
"05/21/2013","AQS","57","","."
"05/22/2013","AQS","68","","."
"05/23/2013","AQS","39","","."
"05/24/2013","AQS","27","","."
"05/25/2013","AQS","30","","."
"05/26/2013","AQS","27","","."
"05/27/2013","AQS","35","","."
"05/28/2013","AQS","62","","."
"05/29/2013","AQS","68","","."
"05/30/2013","AQS","60","","."
"05/31/2013","AQS","55","","."
"06/01/2013","AQS","67","","."
"06/02/2013","AQS","41","","."
"06/03/2013","AQS","46","","."
"06/04/2013","AQS","30","","."
"06/05/2013","AQS","48","","."
"06/06/2013","AQS","30","","."
"06/07/2013","AQS","25","","."
"06/08/2013","AQS","54","","."
"06/09/2013","AQS","60","","."
"06/10/2013","AQS","45","","."
"06/11/2013","AQS","39","","."
"06/12/2013","AQS","62","","."
"06/13/2013","AQS","55","","."
"06/14/2013","AQS","30","","."
"06/15/2013","AQS","54","","."
"06/16/2013","AQS","63","","."
"06/17/2013","AQS","58","","."
"06/18/2013","AQS","63","","."
"06/19/2013","AQS","48","","."
"06/20/2013","AQS","43","","."
"06/21/2013","AQS","57","","."
"06/22/2013","AQS","30","","."
"06/23/2013","AQS","29","","."
"06/24/2013","AQS","51","","."
"06/25/2013","AQS","55","","."
"06/26/2013","AQS","49","","."
"06/27/2013","AQS","49","","."
"06/28/2013","AQS","40","","."
"06/29/2013","AQS","42","","."
"06/30/2013","AQS","55","","."
"07/01/2013","AQS","25","","."
"07/02/2013","AQS","34","","."
"07/03/2013","AQS","37","","."
"07/04/2013","AQS","66","","."
"07/05/2013","AQS","45","","."
"07/06/2013","AQS","38","","."
"07/07/2013","AQS","31","","."
"07/08/2013","AQS","40","","."
"07/09/2013","AQS","62","","."
"07/10/2013","AQS","55","","."
"07/11/2013","AQS","46","","."
"07/12/2013","AQS","52","","."
"07/13/2013","AQS","40","","."
"07/14/2013","AQS","45","","."
"07/15/2013","AQS","55","","."
"07/16/2013","AQS","63","","."
"07/17/2013","AQS","68","","."
"07/18/2013","AQS","76","","."
"07/19/2013","AQS","80","","."
"07/20/2013","AQS","59","","."
"07/21/2013","AQS","50","","."
"07/22/2013","AQS","50","","."
"07/23/2013","AQS","35","","."
"07/24/2013","AQS","42","","."
"07/25/2013","AQS","31","","."
"07/26/2013","AQS","46","","."
"07/27/2013","AQS","58","","."
"07/28/2013","AQS","57","","."
"07/29/2013","AQS","45","","."
"07/30/2013","AQS","55","","."
"07/31/2013","AQS","66","","."
"08/01/2013","AQS","65","","."
"08/02/2013","AQS","55","","."
"08/03/2013","AQS","57","","."
"08/04/2013","AQS","33","","."
"08/05/2013","AQS","31","","."
"08/06/2013","AQS","49","","."
"08/07/2013","AQS","56","","."
"08/08/2013","AQS","52","","."
"08/09/2013","AQS","53","","."
"08/10/2013","AQS","47","","."
"08/11/2013","AQS","54","","."
"08/12/2013","AQS","65","","."
"08/13/2013","AQS","56","","."
"08/14/2013","AQS","22","","."
"08/15/2013","AQS","24","","."
"08/16/2013","AQS","41","","."
"08/17/2013","AQS","49","","."
"08/18/2013","AQS","43","","."
"08/19/2013","AQS","43","","."
"08/20/2013","AQS","51","","."
"08/21/2013","AQS","55","","."
"08/22/2013","AQS","37","","."
"08/23/2013","AQS","55","","."
"08/24/2013","AQS","34","","."
"08/25/2013","AQS","33","","."
"08/26/2013","AQS","41","","."
"08/27/2013","AQS","75","","."
"08/28/2013","AQS","58","","."
"08/29/2013","AQS","60","","."
"08/30/2013","AQS","52","","."
"08/31/2013","AQS","51","","."
"09/01/2013","AQS","45","","."
"09/02/2013","AQS","41","","."
"09/03/2013","AQS","40","","."
"09/04/2013","AQS","37","","."
"09/05/2013","AQS","42","","."
"09/06/2013","AQS","23","","."
"09/07/2013","AQS","44","","."
"09/08/2013","AQS","54","","."
"09/09/2013","AQS","24","","."
"09/10/2013","AQS","72","","."
"09/11/2013","AQS","75","","."
"09/12/2013","AQS","67","","."
"09/13/2013","AQS","40","","."
"09/14/2013","AQS","20","","."
"09/15/2013","AQS","38","","."
"09/16/2013","AQS","46","","."
"09/17/2013","AQS","20","","."
"09/18/2013","AQS","26","","."
"09/19/2013","AQS","35","","."
"09/20/2013","AQS","46","","."
"09/21/2013","AQS","42","","."
"09/22/2013","AQS","22","","."
"09/23/2013","AQS","22","","."
"09/24/2013","AQS","29","","."
"09/25/2013","AQS","39","","."
"09/26/2013","AQS","52","","."
"09/27/2013","AQS","45","","."
"09/28/2013","AQS","31","","."
"09/29/2013","AQS","33","","."
"09/30/2013","AQS","36","","."
"10/01/2013","AQS","52","","."
"10/02/2013","AQS","51","","."
"10/03/2013","AQS","62","","."
"10/04/2013","AQS","67","","."
"10/05/2013","AQS","63","","."
"10/06/2013","AQS","67","","."
"10/07/2013","AQS","28","","."
"10/08/2013","AQS","25","","."
"10/09/2013","AQS","24","","."
"10/10/2013","AQS","13","","."
"10/11/2013","AQS","12","","."
"10/12/2013","AQS","26","","."
"10/13/2013","AQS","37","","."
"10/14/2013","AQS","38","","."
"10/15/2013","AQS","43","","."
"10/16/2013","AQS","35","","."
"10/17/2013","AQS","47","","."
"10/18/2013","AQS","34","","."
"10/19/2013","AQS","52","","."
"10/20/2013","AQS","23","","."
"10/21/2013","AQS","43","","."
"10/22/2013","AQS","35","","."
"10/23/2013","AQS","31","","."
"10/24/2013","AQS","23","","."
"10/25/2013","AQS","32","","."
"10/26/2013","AQS","33","","."
"10/27/2013","AQS","43","","."
"10/28/2013","AQS","56","","."
"10/29/2013","AQS","58","","."
"10/30/2013","AQS","69","","."
"10/31/2013","AQS","76","","."
"11/01/2013","AQS","35","","."
"11/02/2013","AQS","35","","."
"11/03/2013","AQS","13","","."
"11/04/2013","AQS","29","","."
"11/05/2013","AQS","38","","."
"11/06/2013","AQS","26","","."
"11/07/2013","AQS","30","","."
"11/08/2013","AQS","29","","."
"11/09/2013","AQS","44","","."
"11/10/2013","AQS","35","","."
"11/11/2013","AQS","28","","."
"11/12/2013","AQS","21","","."
"11/13/2013","AQS","25","","."
"11/14/2013","AQS","54","","."
"11/15/2013","AQS","75","","."
"11/16/2013","AQS","84","","."
"11/17/2013","AQS","57","","."
"11/18/2013","AQS","21","","."
"11/19/2013","AQS","27","","."
"11/20/2013","AQS","51","","."
"11/21/2013","AQS","48","","."
"11/22/2013","AQS","55","","."
"11/23/2013","AQS","25","","."
"11/24/2013","AQS","23","","."
"11/25/2013","AQS","26","","."
"11/26/2013","AQS","39","","."
"11/27/2013","AQS","28","","."
"11/28/2013","AQS","56","","."
"11/29/2013","AQS","60","","."
"11/30/2013","AQS","70","","."
"12/01/2013","AQS","81","","."
"12/02/2013","AQS","84","","."
"12/03/2013","AQS","91","","."
"12/04/2013","AQS","86","","."
"12/05/2013","AQS","64","","."
"12/06/2013","AQS","26","","."
"12/07/2013","AQS","44","","."
"12/08/2013","AQS","50","","."
"12/09/2013","AQS","49","","."
"12/10/2013","AQS","55","","."
"12/11/2013","AQS","50","","."
"12/12/2013","AQS","52","","."
"12/13/2013","AQS","55","","."
"12/14/2013","AQS","55","","."
"12/15/2013","AQS","45","","."
"12/16/2013","AQS","74","","."
"12/17/2013","AQS","79","","."
"12/18/2013","AQS","62","","."
"12/19/2013","AQS","49","","."
"12/20/2013","AQS","48","","."
"12/21/2013","AQS","52","","."
"12/22/2013","AQS","20","","."
"12/23/2013","AQS","28","","."
"12/24/2013","AQS","39","","."
"12/25/2013","AQS","47","","."
"12/26/2013","AQS","55","","."
"12/27/2013","AQS","54","","."
"12/28/2013","AQS","47","","."
"12/29/2013","AQS","26","","."
"12/30/2013","AQS","26","","."
"12/31/2013","AQS","32","","."
