"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"03/06/2018","AQS","51","","."
"03/07/2018","AQS","30","","."
"03/08/2018","AQS","29","","."
"03/09/2018","AQS","34","","."
"03/10/2018","AQS","53","","."
"03/11/2018","AQS","55","","."
"03/12/2018","AQS","55","","."
"03/13/2018","AQS","36","","."
"03/14/2018","AQS","27","","."
"03/15/2018","AQS","44","","."
"03/16/2018","AQS","31","","."
"03/17/2018","AQS","38","","."
"03/18/2018","AQS","38","","."
"03/19/2018","AQS","59","","."
"03/20/2018","AQS","51","","."
"03/21/2018","AQS","31","","."
"03/22/2018","AQS","24","","."
"03/23/2018","AQS","25","","."
"03/24/2018","AQS","26","","."
"03/25/2018","AQS","36","","."
"03/26/2018","AQS","34","","."
"03/27/2018","AQS","45","","."
"03/28/2018","AQS","61","","."
"03/29/2018","AQS","72","","."
"03/30/2018","AQS","38","","."
"03/31/2018","AQS","32","","."
"04/01/2018","AQS","31","","."
"04/02/2018","AQS","35","","."
"04/03/2018","AQS","53","","."
"04/04/2018","AQS","42","","."
"04/05/2018","AQS","28","","."
"04/06/2018","AQS","47","","."
"04/07/2018","AQS","20","","."
"04/08/2018","AQS","32","","."
"04/09/2018","AQS","49","","."
"04/10/2018","AQS","59","","."
"04/11/2018","AQS","59","","."
"04/12/2018","AQS","54","","."
"04/13/2018","AQS","56","","."
"04/14/2018","AQS","56","","."
"04/15/2018","AQS","35","","."
"04/16/2018","AQS","17","","."
"04/17/2018","AQS","13","","."
"04/18/2018","AQS","38","","."
"04/19/2018","AQS","35","","."
"04/20/2018","AQS","26","","."
"04/21/2018","AQS","33","","."
"04/22/2018","AQS","35","","."
"04/23/2018","AQS","37","","."
"04/24/2018","AQS","30","","."
"04/25/2018","AQS","30","","."
"04/26/2018","AQS","29","","."
"04/27/2018","AQS","43","","."
"04/28/2018","AQS","49","","."
"04/29/2018","AQS","28","","."
"04/30/2018","AQS","35","","."
"05/01/2018","AQS","51","","."
"05/02/2018","AQS","57","","."
"05/03/2018","AQS","62","","."
"05/04/2018","AQS","65","","."
"05/05/2018","AQS","36","","."
"05/06/2018","AQS","56","","."
"05/07/2018","AQS","48","","."
"05/08/2018","AQS","43","","."
"05/09/2018","AQS","49","","."
"05/10/2018","AQS","52","","."
"05/11/2018","AQS","54","","."
"05/12/2018","AQS","65","","."
"05/13/2018","AQS","51","","."
"05/14/2018","AQS","56","","."
"05/15/2018","AQS","52","","."
"05/16/2018","AQS","40","","."
"05/17/2018","AQS","28","","."
"05/18/2018","AQS","22","","."
"05/19/2018","AQS","32","","."
"05/20/2018","AQS","40","","."
"05/21/2018","AQS","42","","."
"05/22/2018","AQS","45","","."
"05/23/2018","AQS","40","","."
"05/24/2018","AQS","49","","."
"05/25/2018","AQS","59","","."
"05/26/2018","AQS","53","","."
"05/27/2018","AQS","40","","."
"05/28/2018","AQS","45","","."
"05/29/2018","AQS","71","","."
"05/30/2018","AQS","28","","."
"05/31/2018","AQS","40","","."
"06/01/2018","AQS","32","","."
"06/02/2018","AQS","43","","."
"06/03/2018","AQS","28","","."
"06/04/2018","AQS","29","","."
"06/05/2018","AQS","37","","."
"06/06/2018","AQS","31","","."
"06/07/2018","AQS","40","","."
"06/08/2018","AQS","51","","."
"06/09/2018","AQS","61","","."
"06/10/2018","AQS","49","","."
"06/11/2018","AQS","34","","."
"06/12/2018","AQS","40","","."
"06/13/2018","AQS","50","","."
"06/14/2018","AQS","31","","."
"06/15/2018","AQS","31","","."
"06/16/2018","AQS","47","","."
"06/17/2018","AQS","56","","."
"06/18/2018","AQS","68","","."
"06/19/2018","AQS","54","","."
"06/20/2018","AQS","38","","."
"06/21/2018","AQS","37","","."
"06/22/2018","AQS","41","","."
"06/23/2018","AQS","31","","."
"06/24/2018","AQS","38","","."
"06/25/2018","AQS","34","","."
"06/26/2018","AQS","35","","."
"06/27/2018","AQS","38","","."
"06/28/2018","AQS","35","","."
"06/29/2018","AQS","45","","."
"06/30/2018","AQS","57","","."
"07/01/2018","AQS","63","","."
"07/02/2018","AQS","65","","."
"07/03/2018","AQS","70","","."
"07/04/2018","AQS","84","","."
"07/05/2018","AQS","32","","."
"07/06/2018","AQS","38","","."
"07/07/2018","AQS","26","","."
"07/08/2018","AQS","38","","."
"07/09/2018","AQS","40","","."
"07/10/2018","AQS","47","","."
"07/11/2018","AQS","51","","."
"07/12/2018","AQS","47","","."
"07/13/2018","AQS","46","","."
"07/14/2018","AQS","35","","."
"07/15/2018","AQS","56","","."
"07/16/2018","AQS","63","","."
"07/17/2018","AQS","54","","."
"07/18/2018","AQS","31","","."
"07/19/2018","AQS","36","","."
"07/20/2018","AQS","43","","."
"07/21/2018","AQS","22","","."
"07/22/2018","AQS","18","","."
"07/23/2018","AQS","42","","."
"07/24/2018","AQS","28","","."
"07/25/2018","AQS","45","","."
"07/26/2018","AQS","52","","."
"07/27/2018","AQS","53","","."
"07/28/2018","AQS","34","","."
"07/29/2018","AQS","38","","."
"07/30/2018","AQS","45","","."
"07/31/2018","AQS","26","","."
"08/01/2018","AQS","27","","."
"08/02/2018","AQS","26","","."
"08/03/2018","AQS","25","","."
"08/04/2018","AQS","32","","."
"08/05/2018","AQS","52","","."
"08/06/2018","AQS","58","","."
"08/07/2018","AQS","57","","."
"08/08/2018","AQS","45","","."
"08/09/2018","AQS","38","","."
"08/10/2018","AQS","52","","."
"08/11/2018","AQS","54","","."
"08/12/2018","AQS","54","","."
"08/13/2018","AQS","39","","."
"08/14/2018","AQS","33","","."
"08/15/2018","AQS","54","","."
"08/16/2018","AQS","61","","."
"08/17/2018","AQS","66","","."
"08/18/2018","AQS","36","","."
"08/19/2018","AQS","28","","."
"08/20/2018","AQS","30","","."
"08/21/2018","AQS","24","","."
"08/22/2018","AQS","48","","."
"08/23/2018","AQS","38","","."
"08/24/2018","AQS","45","","."
"08/25/2018","AQS","42","","."
"08/26/2018","AQS","47","","."
"08/27/2018","AQS","72","","."
"08/28/2018","AQS","72","","."
"08/29/2018","AQS","62","","."
"08/30/2018","AQS","38","","."
"08/31/2018","AQS","39","","."
"09/01/2018","AQS","34","","."
"09/02/2018","AQS","29","","."
"09/03/2018","AQS","47","","."
"09/04/2018","AQS","56","","."
"09/05/2018","AQS","63","","."
"09/06/2018","AQS","52","","."
"09/07/2018","AQS","42","","."
"09/08/2018","AQS","28","","."
"09/09/2018","AQS","10","","."
"09/10/2018","AQS","26","","."
"09/11/2018","AQS","28","","."
"09/12/2018","AQS","58","","."
"09/13/2018","AQS","20","","."
"09/14/2018","AQS","21","","."
"09/15/2018","AQS","22","","."
"09/16/2018","AQS","22","","."
"09/17/2018","AQS","31","","."
"09/18/2018","AQS","22","","."
"09/19/2018","AQS","51","","."
"09/20/2018","AQS","45","","."
"09/21/2018","AQS","34","","."
"09/22/2018","AQS","37","","."
"09/23/2018","AQS","20","","."
"09/24/2018","AQS","15","","."
"09/25/2018","AQS","41","","."
"09/26/2018","AQS","30","","."
"09/27/2018","AQS","21","","."
"09/28/2018","AQS","18","","."
"09/29/2018","AQS","37","","."
"09/30/2018","AQS","40","","."
"10/01/2018","AQS","45","","."
"10/02/2018","AQS","45","","."
"10/03/2018","AQS","48","","."
"10/04/2018","AQS","51","","."
"10/05/2018","AQS","32","","."
"10/06/2018","AQS","42","","."
"10/07/2018","AQS","54","","."
"10/08/2018","AQS","44","","."
"10/09/2018","AQS","40","","."
"10/10/2018","AQS","33","","."
"10/11/2018","AQS","25","","."
"10/12/2018","AQS","18","","."
"10/13/2018","AQS","20","","."
"10/14/2018","AQS","25","","."
"10/15/2018","AQS","39","","."
"10/16/2018","AQS","16","","."
"10/17/2018","AQS","17","","."
"10/18/2018","AQS","15","","."
"10/19/2018","AQS","33","","."
"10/20/2018","AQS","25","","."
"10/21/2018","AQS","8","","."
"10/22/2018","AQS","21","","."
"10/23/2018","AQS","25","","."
"10/24/2018","AQS","15","","."
"10/25/2018","AQS","18","","."
"10/26/2018","AQS","33","","."
"10/27/2018","AQS","8","","."
"10/28/2018","AQS","15","","."
"10/29/2018","AQS","15","","."
"10/30/2018","AQS","32","","."
"10/31/2018","AQS","48","","."
"11/01/2018","AQS","43","","."
"11/02/2018","AQS","24","","."
"11/03/2018","AQS","16","","."
"11/04/2018","AQS","30","","."
"11/05/2018","AQS","18","","."
"11/06/2018","AQS","20","","."
"11/07/2018","AQS","29","","."
"11/08/2018","AQS","18","","."
"11/09/2018","AQS","25","","."
"11/10/2018","AQS","20","","."
"11/11/2018","AQS","30","","."
"11/12/2018","AQS","47","","."
"11/13/2018","AQS","23","","."
"11/14/2018","AQS","23","","."
"11/15/2018","AQS","14","","."
"11/16/2018","AQS","13","","."
"11/17/2018","AQS","45","","."
"11/18/2018","AQS","62","","."
"11/19/2018","AQS","64","","."
"11/20/2018","AQS","39","","."
"11/21/2018","AQS","32","","."
"11/22/2018","AQS","15","","."
"11/23/2018","AQS","17","","."
"11/24/2018","AQS","30","","."
"11/25/2018","AQS","38","","."
"11/26/2018","AQS","31","","."
"11/27/2018","AQS","6","","."
"11/28/2018","AQS","18","","."
"11/29/2018","AQS","35","","."
"11/30/2018","AQS","57","","."
"12/01/2018","AQS","81","","."
"12/02/2018","AQS","36","","."
"12/03/2018","AQS","19","","."
"12/04/2018","AQS","10","","."
"12/05/2018","AQS","28","","."
"12/06/2018","AQS","23","","."
"12/07/2018","AQS","26","","."
"12/08/2018","AQS","55","","."
"12/09/2018","AQS","53","","."
"12/10/2018","AQS","56","","."
"12/11/2018","AQS","62","","."
"12/12/2018","AQS","61","","."
"12/13/2018","AQS","55","","."
"12/14/2018","AQS","77","","."
"12/15/2018","AQS","17","","."
"12/16/2018","AQS","8","","."
"12/17/2018","AQS","22","","."
"12/18/2018","AQS","19","","."
"12/19/2018","AQS","47","","."
"12/20/2018","AQS","48","","."
"12/21/2018","AQS","23","","."
"12/22/2018","AQS","8","","."
"12/23/2018","AQS","28","","."
"12/24/2018","AQS","21","","."
"12/25/2018","AQS","48","","."
"12/26/2018","AQS","65","","."
"12/27/2018","AQS","57","","."
"12/28/2018","AQS","45","","."
"12/29/2018","AQS","27","","."
"12/30/2018","AQS","38","","."
"12/31/2018","AQS","45","","."
