"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"05/27/2010","AQS","59","","."
"05/28/2010","AQS","37","","."
"05/29/2010","AQS","51","","."
"05/30/2010","AQS","56","","."
"05/31/2010","AQS","56","","."
"06/01/2010","AQS","31","","."
"06/02/2010","AQS","57","","."
"06/03/2010","AQS","47","","."
"06/04/2010","AQS","60","","."
"06/05/2010","AQS","53","","."
"06/06/2010","AQS","38","","."
"06/07/2010","AQS","60","","."
"06/08/2010","AQS","34","","."
"06/09/2010","AQS","53","","."
"06/10/2010","AQS","53","","."
"06/11/2010","AQS","48","","."
"06/12/2010","AQS","57","","."
"06/13/2010","AQS","55","","."
"06/14/2010","AQS","61","","."
"06/15/2010","AQS","55","","."
"06/16/2010","AQS","68","","."
"06/17/2010","AQS","45","","."
"06/18/2010","AQS","40","","."
"06/19/2010","AQS","66","","."
"06/20/2010","AQS","56","","."
"06/21/2010","AQS","57","","."
"06/22/2010","AQS","82","","."
"06/23/2010","AQS","62","","."
"06/24/2010","AQS","67","","."
"06/25/2010","AQS","59","","."
"06/26/2010","AQS","77","","."
"06/27/2010","AQS","75","","."
"06/28/2010","AQS","55","","."
"06/29/2010","AQS","48","","."
"06/30/2010","AQS","25","","."
"07/01/2010","AQS","24","","."
"07/02/2010","AQS","28","","."
"07/03/2010","AQS","38","","."
"07/04/2010","AQS","154","","."
"07/05/2010","AQS","99","","."
"07/06/2010","AQS","102","","."
"07/07/2010","AQS","105","","."
"07/08/2010","AQS","56","","."
"07/09/2010","AQS","23","","."
"07/10/2010","AQS","38","","."
"07/11/2010","AQS","23","","."
"07/12/2010","AQS","49","","."
"07/13/2010","AQS","49","","."
"07/14/2010","AQS","73","","."
"07/15/2010","AQS","116","","."
"07/16/2010","AQS","85","","."
"07/17/2010","AQS","72","","."
"07/18/2010","AQS","60","","."
"07/19/2010","AQS","55","","."
"07/20/2010","AQS","68","","."
"07/21/2010","AQS","45","","."
"07/22/2010","AQS","62","","."
"07/23/2010","AQS","95","","."
"07/24/2010","AQS","86","","."
"07/25/2010","AQS","75","","."
"07/26/2010","AQS","36","","."
"07/27/2010","AQS","63","","."
"07/28/2010","AQS","86","","."
"07/29/2010","AQS","65","","."
"07/30/2010","AQS","53","","."
"07/31/2010","AQS","71","","."
"08/01/2010","AQS","53","","."
"08/02/2010","AQS","37","","."
"08/03/2010","AQS","53","","."
"08/04/2010","AQS","74","","."
"08/05/2010","AQS","55","","."
"08/06/2010","AQS","79","","."
"08/07/2010","AQS","76","","."
"08/08/2010","AQS","82","","."
"08/09/2010","AQS","110","","."
"08/10/2010","AQS","114","","."
"08/11/2010","AQS","92","","."
"08/12/2010","AQS","66","","."
"08/13/2010","AQS","21","","."
"08/14/2010","AQS","18","","."
"08/15/2010","AQS","25","","."
"08/16/2010","AQS","43","","."
"08/17/2010","AQS","60","","."
"08/18/2010","AQS","60","","."
"08/19/2010","AQS","64","","."
"08/20/2010","AQS","68","","."
"08/21/2010","AQS","81","","."
"08/22/2010","AQS","56","","."
"08/23/2010","AQS","34","","."
"08/24/2010","AQS","22","","."
"08/25/2010","AQS","26","","."
"08/26/2010","AQS","45","","."
"08/27/2010","AQS","42","","."
"08/28/2010","AQS","58","","."
"08/29/2010","AQS","64","","."
"08/30/2010","AQS","68","","."
"08/31/2010","AQS","70","","."
"09/01/2010","AQS","68","","."
"09/02/2010","AQS","71","","."
"09/03/2010","AQS","68","","."
"09/04/2010","AQS","21","","."
"09/05/2010","AQS","26","","."
"09/06/2010","AQS","35","","."
"09/07/2010","AQS","52","","."
"09/08/2010","AQS","46","","."
"09/09/2010","AQS","27","","."
"09/10/2010","AQS","16","","."
"09/11/2010","AQS","19","","."
"09/12/2010","AQS","20","","."
"09/13/2010","AQS","38","","."
"09/14/2010","AQS","43","","."
"09/15/2010","AQS","49","","."
"09/16/2010","AQS","57","","."
"09/17/2010","AQS","34","","."
"09/18/2010","AQS","23","","."
"09/19/2010","AQS","48","","."
"09/20/2010","AQS","29","","."
"09/21/2010","AQS","26","","."
"09/22/2010","AQS","60","","."
"09/23/2010","AQS","66","","."
"09/24/2010","AQS","75","","."
"09/25/2010","AQS","54","","."
"09/26/2010","AQS","35","","."
"09/27/2010","AQS","19","","."
"09/28/2010","AQS","17","","."
"09/29/2010","AQS","34","","."
"09/30/2010","AQS","11","","."
"10/01/2010","AQS","23","","."
"10/02/2010","AQS","25","","."
"10/03/2010","AQS","29","","."
"10/04/2010","AQS","13","","."
"10/05/2010","AQS","25","","."
"10/06/2010","AQS","33","","."
"10/07/2010","AQS","34","","."
"10/08/2010","AQS","43","","."
"10/09/2010","AQS","45","","."
"10/10/2010","AQS","40","","."
"10/11/2010","AQS","60","","."
"10/12/2010","AQS","60","","."
"10/13/2010","AQS","21","","."
"10/14/2010","AQS","32","","."
"10/15/2010","AQS","15","","."
"10/16/2010","AQS","20","","."
"10/17/2010","AQS","42","","."
"10/18/2010","AQS","43","","."
"10/19/2010","AQS","48","","."
"10/20/2010","AQS","68","","."
"10/21/2010","AQS","33","","."
"10/22/2010","AQS","27","","."
"10/23/2010","AQS","38","","."
"10/24/2010","AQS","42","","."
"10/25/2010","AQS","31","","."
"10/26/2010","AQS","30","","."
"10/27/2010","AQS","26","","."
"10/28/2010","AQS","19","","."
"10/29/2010","AQS","23","","."
"10/30/2010","AQS","31","","."
"10/31/2010","AQS","37","","."
"11/01/2010","AQS","27","","."
"11/02/2010","AQS","32","","."
"11/03/2010","AQS","47","","."
"11/04/2010","AQS","22","","."
"11/05/2010","AQS","28","","."
"11/06/2010","AQS","21","","."
"11/07/2010","AQS","35","","."
"11/08/2010","AQS","35","","."
"11/09/2010","AQS","25","","."
"11/10/2010","AQS","22","","."
"11/11/2010","AQS","23","","."
"11/12/2010","AQS","30","","."
"11/13/2010","AQS","44","","."
"11/14/2010","AQS","53","","."
"11/15/2010","AQS","59","","."
"11/16/2010","AQS","62","","."
"11/17/2010","AQS","28","","."
"11/18/2010","AQS","43","","."
"11/19/2010","AQS","43","","."
"11/20/2010","AQS","53","","."
"11/21/2010","AQS","53","","."
"11/22/2010","AQS","62","","."
"11/23/2010","AQS","39","","."
"11/24/2010","AQS","23","","."
"11/25/2010","AQS","28","","."
"11/26/2010","AQS","33","","."
"11/27/2010","AQS","24","","."
"11/28/2010","AQS","29","","."
"11/29/2010","AQS","68","","."
"11/30/2010","AQS","30","","."
"12/01/2010","AQS","22","","."
"12/02/2010","AQS","40","","."
"12/03/2010","AQS","52","","."
"12/04/2010","AQS","47","","."
"12/05/2010","AQS","18","","."
"12/06/2010","AQS","16","","."
"12/07/2010","AQS","30","","."
"12/08/2010","AQS","25","","."
"12/09/2010","AQS","54","","."
"12/10/2010","AQS","65","","."
"12/11/2010","AQS","85","","."
"12/12/2010","AQS","44","","."
"12/13/2010","AQS","23","","."
"12/14/2010","AQS","15","","."
"12/15/2010","AQS","28","","."
"12/16/2010","AQS","51","","."
"12/17/2010","AQS","62","","."
"12/18/2010","AQS","86","","."
"12/19/2010","AQS","79","","."
"12/20/2010","AQS","59","","."
"12/21/2010","AQS","50","","."
"12/22/2010","AQS","55","","."
"12/23/2010","AQS","16","","."
"12/24/2010","AQS","27","","."
"12/25/2010","AQS","53","","."
"12/26/2010","AQS","43","","."
"12/27/2010","AQS","11","","."
"12/28/2010","AQS","21","","."
"12/29/2010","AQS","51","","."
"12/30/2010","AQS","72","","."
"12/31/2010","AQS","74","","."
