"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"04/04/2019","AQS","51","","."
"04/05/2019","AQS","39","","."
"04/06/2019","AQS","52","","."
"04/07/2019","AQS","48","","."
"04/08/2019","AQS","39","","."
"04/09/2019","AQS","27","","."
"04/10/2019","AQS","33","","."
"04/11/2019","AQS","21","","."
"04/12/2019","AQS","31","","."
"04/13/2019","AQS","28","","."
"04/14/2019","AQS","30","","."
"04/15/2019","AQS","13","","."
"04/16/2019","AQS","18","","."
"04/17/2019","AQS","24","","."
"04/18/2019","AQS","42","","."
"04/19/2019","AQS","38","","."
"04/20/2019","AQS","19","","."
"04/21/2019","AQS","13","","."
"04/22/2019","AQS","22","","."
"04/23/2019","AQS","37","","."
"04/24/2019","AQS","30","","."
"04/25/2019","AQS","42","","."
"04/26/2019","AQS","35","","."
"04/27/2019","AQS","18","","."
"04/28/2019","AQS","18","","."
"04/29/2019","AQS","22","","."
"04/30/2019","AQS","52","","."
"05/01/2019","AQS","44","","."
"05/02/2019","AQS","55","","."
"05/03/2019","AQS","54","","."
"05/04/2019","AQS","74","","."
"05/05/2019","AQS","36","","."
"05/06/2019","AQS","17","","."
"05/07/2019","AQS","32","","."
"05/08/2019","AQS","44","","."
"05/09/2019","AQS","28","","."
"05/10/2019","AQS","25","","."
"05/11/2019","AQS","29","","."
"05/12/2019","AQS","9","","."
"05/13/2019","AQS","13","","."
"05/14/2019","AQS","15","","."
"05/15/2019","AQS","23","","."
"05/16/2019","AQS","59","","."
"05/17/2019","AQS","51","","."
"05/18/2019","AQS","64","","."
"05/19/2019","AQS","57","","."
"05/20/2019","AQS","46","","."
"05/21/2019","AQS","20","","."
"05/22/2019","AQS","27","","."
"05/23/2019","AQS","50","","."
"05/24/2019","AQS","65","","."
"05/25/2019","AQS","39","","."
"05/26/2019","AQS","58","","."
"05/27/2019","AQS","52","","."
"05/28/2019","AQS","54","","."
"05/29/2019","AQS","54","","."
"05/30/2019","AQS","34","","."
"05/31/2019","AQS","37","","."
"06/01/2019","AQS","49","","."
"06/02/2019","AQS","57","","."
"06/03/2019","AQS","22","","."
"06/04/2019","AQS","28","","."
"06/05/2019","AQS","58","","."
"06/06/2019","AQS","55","","."
"06/07/2019","AQS","47","","."
"06/08/2019","AQS","37","","."
"06/09/2019","AQS","26","","."
"06/10/2019","AQS","23","","."
"06/11/2019","AQS","13","","."
"06/12/2019","AQS","30","","."
"06/13/2019","AQS","21","","."
"06/14/2019","AQS","18","","."
"06/15/2019","AQS","32","","."
"06/16/2019","AQS","52","","."
"06/17/2019","AQS","46","","."
"06/18/2019","AQS","38","","."
"06/19/2019","AQS","36","","."
"06/20/2019","AQS","36","","."
"06/21/2019","AQS","17","","."
"06/22/2019","AQS","18","","."
"06/23/2019","AQS","32","","."
"06/24/2019","AQS","45","","."
"06/25/2019","AQS","34","","."
"06/26/2019","AQS","34","","."
"06/27/2019","AQS","43","","."
"06/28/2019","AQS","54","","."
"06/29/2019","AQS","44","","."
"06/30/2019","AQS","27","","."
"07/01/2019","AQS","23","","."
"07/02/2019","AQS","48","","."
"07/03/2019","AQS","38","","."
"07/04/2019","AQS","157","","."
"07/05/2019","AQS","62","","."
"07/06/2019","AQS","55","","."
"07/07/2019","AQS","32","","."
"07/08/2019","AQS","40","","."
"07/09/2019","AQS","49","","."
"07/10/2019","AQS","46","","."
"07/11/2019","AQS","39","","."
"07/12/2019","AQS","33","","."
"07/13/2019","AQS","51","","."
"07/14/2019","AQS","48","","."
"07/15/2019","AQS","43","","."
"07/16/2019","AQS","56","","."
"07/17/2019","AQS","56","","."
"07/18/2019","AQS","53","","."
"07/19/2019","AQS","50","","."
"07/20/2019","AQS","55","","."
"07/21/2019","AQS","54","","."
"07/22/2019","AQS","31","","."
"07/23/2019","AQS","25","","."
"07/24/2019","AQS","35","","."
"07/25/2019","AQS","39","","."
"07/26/2019","AQS","60","","."
"07/27/2019","AQS","52","","."
"07/28/2019","AQS","50","","."
"07/29/2019","AQS","56","","."
"07/30/2019","AQS","56","","."
"07/31/2019","AQS","37","","."
"08/01/2019","AQS","40","","."
"08/02/2019","AQS","33","","."
"08/03/2019","AQS","40","","."
"08/04/2019","AQS","40","","."
"08/05/2019","AQS","55","","."
"08/06/2019","AQS","49","","."
"08/07/2019","AQS","53","","."
"08/08/2019","AQS","38","","."
"08/09/2019","AQS","35","","."
"08/10/2019","AQS","28","","."
"08/11/2019","AQS","24","","."
"08/12/2019","AQS","51","","."
"08/13/2019","AQS","57","","."
"08/14/2019","AQS","53","","."
"08/15/2019","AQS","56","","."
"08/16/2019","AQS","45","","."
"08/17/2019","AQS","46","","."
"08/18/2019","AQS","45","","."
"08/19/2019","AQS","43","","."
"08/20/2019","AQS","35","","."
"08/21/2019","AQS","33","","."
"08/22/2019","AQS","43","","."
"08/23/2019","AQS","34","","."
"08/24/2019","AQS","28","","."
"08/25/2019","AQS","26","","."
"08/26/2019","AQS","26","","."
"08/27/2019","AQS","36","","."
"08/28/2019","AQS","28","","."
"08/29/2019","AQS","30","","."
"08/30/2019","AQS","41","","."
"08/31/2019","AQS","45","","."
"09/01/2019","AQS","35","","."
"09/02/2019","AQS","37","","."
"09/03/2019","AQS","34","","."
"09/04/2019","AQS","45","","."
"09/05/2019","AQS","31","","."
"09/06/2019","AQS","35","","."
"09/07/2019","AQS","41","","."
"09/08/2019","AQS","42","","."
"09/09/2019","AQS","49","","."
"09/10/2019","AQS","36","","."
"09/11/2019","AQS","47","","."
"09/12/2019","AQS","45","","."
"09/13/2019","AQS","25","","."
"09/14/2019","AQS","33","","."
"09/15/2019","AQS","26","","."
"09/16/2019","AQS","46","","."
"09/17/2019","AQS","43","","."
"09/18/2019","AQS","29","","."
"09/19/2019","AQS","24","","."
"09/20/2019","AQS","35","","."
"09/21/2019","AQS","45","","."
"09/22/2019","AQS","55","","."
"09/23/2019","AQS","43","","."
"09/24/2019","AQS","22","","."
"09/25/2019","AQS","35","","."
"09/26/2019","AQS","40","","."
"09/27/2019","AQS","35","","."
"09/28/2019","AQS","46","","."
"09/29/2019","AQS","50","","."
"09/30/2019","AQS","26","","."
"10/01/2019","AQS","37","","."
"10/02/2019","AQS","59","","."
"10/03/2019","AQS","32","","."
"10/04/2019","AQS","20","","."
"10/05/2019","AQS","15","","."
"10/06/2019","AQS","24","","."
"10/07/2019","AQS","20","","."
"10/08/2019","AQS","14","","."
"10/09/2019","AQS","19","","."
"10/10/2019","AQS","15","","."
"10/11/2019","AQS","15","","."
"10/12/2019","AQS","28","","."
"10/13/2019","AQS","18","","."
"10/14/2019","AQS","38","","."
"10/15/2019","AQS","36","","."
"10/16/2019","AQS","30","","."
"10/17/2019","AQS","4","","."
"10/18/2019","AQS","15","","."
"10/19/2019","AQS","29","","."
"10/20/2019","AQS","25","","."
"10/21/2019","AQS","30","","."
"10/22/2019","AQS","25","","."
"10/23/2019","AQS","20","","."
"10/24/2019","AQS","36","","."
"10/25/2019","AQS","48","","."
"10/26/2019","AQS","51","","."
"10/27/2019","AQS","20","","."
"10/28/2019","AQS","23","","."
"10/29/2019","AQS","23","","."
"10/30/2019","AQS","38","","."
"10/31/2019","AQS","28","","."
"11/01/2019","AQS","9","","."
"11/02/2019","AQS","35","","."
"11/03/2019","AQS","31","","."
"11/04/2019","AQS","47","","."
"11/05/2019","AQS","53","","."
"11/06/2019","AQS","28","","."
"11/07/2019","AQS","31","","."
"11/08/2019","AQS","23","","."
"11/09/2019","AQS","23","","."
"11/10/2019","AQS","54","","."
"11/11/2019","AQS","61","","."
"11/12/2019","AQS","20","","."
"11/13/2019","AQS","20","","."
"11/14/2019","AQS","45","","."
"11/15/2019","AQS","65","","."
"11/16/2019","AQS","29","","."
"11/17/2019","AQS","17","","."
"11/18/2019","AQS","43","","."
"11/19/2019","AQS","54","","."
"11/20/2019","AQS","61","","."
"11/21/2019","AQS","48","","."
"11/22/2019","AQS","33","","."
"11/23/2019","AQS","22","","."
"11/24/2019","AQS","18","","."
"11/25/2019","AQS","44","","."
"11/26/2019","AQS","57","","."
"11/27/2019","AQS","52","","."
"11/28/2019","AQS","8","","."
"11/29/2019","AQS","18","","."
"11/30/2019","AQS","28","","."
"12/01/2019","AQS","24","","."
"12/02/2019","AQS","15","","."
"12/03/2019","AQS","16","","."
"12/04/2019","AQS","24","","."
"12/05/2019","AQS","15","","."
"12/06/2019","AQS","31","","."
"12/07/2019","AQS","26","","."
"12/08/2019","AQS","43","","."
"12/09/2019","AQS","30","","."
"12/10/2019","AQS","27","","."
"12/11/2019","AQS","18","","."
"12/12/2019","AQS","39","","."
"12/13/2019","AQS","53","","."
"12/14/2019","AQS","18","","."
"12/15/2019","AQS","21","","."
"12/16/2019","AQS","45","","."
"12/17/2019","AQS","25","","."
"12/18/2019","AQS","29","","."
"12/19/2019","AQS","30","","."
"12/20/2019","AQS","60","","."
"12/21/2019","AQS","70","","."
"12/22/2019","AQS","81","","."
"12/23/2019","AQS","91","","."
"12/24/2019","AQS","78","","."
"12/25/2019","AQS","76","","."
"12/26/2019","AQS","62","","."
"12/27/2019","AQS","52","","."
"12/28/2019","AQS","64","","."
"12/29/2019","AQS","61","","."
"12/30/2019","AQS","20","","."
"12/31/2019","AQS","23","","."
