"Date","Source PM2.5 AQI Value","PM2.5 AQI Value","Source  AQI Value"," AQI Value"
"08/07/2014","AQS","52","","."
"08/08/2014","AQS","51","","."
"08/09/2014","AQS","62","","."
"08/10/2014","AQS","59","","."
"08/11/2014","AQS","30","","."
"08/12/2014","AQS","39","","."
"08/13/2014","AQS","30","","."
"08/14/2014","AQS","34","","."
"08/15/2014","AQS","35","","."
"08/16/2014","AQS","39","","."
"08/17/2014","AQS","53","","."
"08/18/2014","AQS","51","","."
"08/19/2014","AQS","40","","."
"08/20/2014","AQS","40","","."
"08/21/2014","AQS","53","","."
"08/22/2014","AQS","52","","."
"08/23/2014","AQS","23","","."
"08/24/2014","AQS","29","","."
"08/25/2014","AQS","33","","."
"08/26/2014","AQS","50","","."
"08/27/2014","AQS","60","","."
"08/28/2014","AQS","41","","."
"08/29/2014","AQS","28","","."
"08/30/2014","AQS","38","","."
"08/31/2014","AQS","43","","."
"09/01/2014","AQS","19","","."
"09/02/2014","AQS","51","","."
"09/03/2014","AQS","40","","."
"09/04/2014","AQS","45","","."
"09/05/2014","AQS","47","","."
"09/06/2014","AQS","31","","."
"09/07/2014","AQS","16","","."
"09/08/2014","AQS","24","","."
"09/09/2014","AQS","29","","."
"09/10/2014","AQS","23","","."
"09/11/2014","AQS","34","","."
"09/12/2014","AQS","15","","."
"09/13/2014","AQS","31","","."
"09/14/2014","AQS","23","","."
"09/15/2014","AQS","31","","."
"09/16/2014","AQS","33","","."
"09/17/2014","AQS","32","","."
"09/18/2014","AQS","50","","."
"09/19/2014","AQS","49","","."
"09/20/2014","AQS","40","","."
"09/21/2014","AQS","36","","."
"09/22/2014","AQS","18","","."
"09/23/2014","AQS","22","","."
"09/24/2014","AQS","34","","."
"09/25/2014","AQS","13","","."
"09/26/2014","AQS","35","","."
"09/27/2014","AQS","40","","."
"09/28/2014","AQS","51","","."
"09/29/2014","AQS","56","","."
"09/30/2014","AQS","37","","."
"10/01/2014","AQS","43","","."
"10/02/2014","AQS","43","","."
"10/03/2014","AQS","25","","."
"10/04/2014","AQS","17","","."
"10/05/2014","AQS","22","","."
"10/06/2014","AQS","27","","."
"10/07/2014","AQS","30","","."
"10/08/2014","AQS","22","","."
"10/09/2014","AQS","25","","."
"10/10/2014","AQS","31","","."
"10/11/2014","AQS","40","","."
"10/12/2014","AQS","37","","."
"10/13/2014","AQS","36","","."
"10/14/2014","AQS","22","","."
"10/15/2014","AQS","19","","."
"10/16/2014","AQS","43","","."
"10/17/2014","AQS","23","","."
"10/18/2014","AQS","22","","."
"10/19/2014","AQS","17","","."
"10/20/2014","AQS","33","","."
"10/21/2014","AQS","31","","."
"10/22/2014","AQS","25","","."
"10/23/2014","AQS","18","","."
"10/24/2014","AQS","27","","."
"10/25/2014","AQS","36","","."
"10/26/2014","AQS","23","","."
"10/27/2014","AQS","32","","."
"10/28/2014","AQS","54","","."
"10/29/2014","AQS","46","","."
"10/30/2014","AQS","25","","."
"10/31/2014","AQS","31","","."
"11/01/2014","AQS","20","","."
"11/02/2014","AQS","13","","."
"11/03/2014","AQS","23","","."
"11/04/2014","AQS","56","","."
"11/05/2014","AQS","53","","."
"11/06/2014","AQS","61","","."
"11/07/2014","AQS","12","","."
"11/08/2014","AQS","26","","."
"11/09/2014","AQS","43","","."
"11/10/2014","AQS","59","","."
"11/11/2014","AQS","49","","."
"11/12/2014","AQS","38","","."
"11/13/2014","AQS","44","","."
"11/14/2014","AQS","42","","."
"11/15/2014","AQS","40","","."
"11/16/2014","AQS","54","","."
"11/17/2014","AQS","43","","."
"11/18/2014","AQS","27","","."
"11/19/2014","AQS","25","","."
"11/20/2014","AQS","39","","."
"11/21/2014","AQS","40","","."
"11/22/2014","AQS","58","","."
"11/23/2014","AQS","52","","."
"11/24/2014","AQS","30","","."
"11/25/2014","AQS","26","","."
"11/26/2014","AQS","31","","."
"11/27/2014","AQS","51","","."
"11/28/2014","AQS","31","","."
"11/29/2014","AQS","51","","."
"11/30/2014","AQS","53","","."
"12/01/2014","AQS","42","","."
"12/02/2014","AQS","32","","."
"12/03/2014","AQS","33","","."
"12/04/2014","AQS","45","","."
"12/05/2014","AQS","60","","."
"12/06/2014","AQS","56","","."
"12/07/2014","AQS","28","","."
"12/08/2014","AQS","37","","."
"12/09/2014","AQS","26","","."
"12/10/2014","AQS","25","","."
"12/11/2014","AQS","23","","."
"12/12/2014","AQS","50","","."
"12/13/2014","AQS","70","","."
"12/14/2014","AQS","33","","."
"12/15/2014","AQS","48","","."
"12/16/2014","AQS","73","","."
"12/17/2014","AQS","26","","."
"12/18/2014","AQS","29","","."
"12/19/2014","AQS","40","","."
"12/20/2014","AQS","76","","."
"12/21/2014","AQS","71","","."
"12/22/2014","AQS","77","","."
"12/23/2014","AQS","73","","."
"12/24/2014","AQS","27","","."
"12/25/2014","AQS","16","","."
"12/26/2014","AQS","32","","."
"12/27/2014","AQS","57","","."
"12/28/2014","AQS","47","","."
"12/29/2014","AQS","29","","."
"12/30/2014","AQS","36","","."
"12/31/2014","AQS","47","","."
